Rk,Player,Age,Tm,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_prev,G_prev_total,Seasons Played,Previous Season,PS_PTS,PS_TRB,PS_AST,PS_STL,PS_BLK,PS_MP,PS_G,PS_FGA,PS_FG,PS_TOV,PS_3P,PS_3PA,PS_2P,PS_3P%,PS_2PA,PS_2P%,PS_FT%
119,Jusuf Nurkić,28,POR,C,52,52,26.8,5.0,9.7,0.519,0.8,2.3,0.361,4.2,7.4,0.567,0.561,2.4,3.7,0.661,2.2,6.9,9.1,2.9,0.8,0.8,2.3,3.6,13.3,56.0,411,6,2021-22,15.0,11.1,2.8,1.1,0.6,28.2,56.0,10.7,5.7,2.6,0.3,1.0,5.5,0.268,9.7,0.563,0.69
120,Kris Dunn,28,UTA,PG,22,3,25.8,5.3,9.8,0.537,0.8,1.6,0.472,4.5,8.2,0.55,0.576,1.9,2.4,0.774,0.4,4.1,4.5,5.6,1.1,0.5,1.6,2.6,13.2,14.0,245,4,2019-20,7.3,3.6,3.4,2.0,0.3,24.9,51.0,6.7,3.0,1.3,0.6,2.2,2.4,0.259,4.5,0.535,0.741
121,John Collins,25,ATL,PF,71,71,30.0,5.1,10.0,0.508,1.0,3.4,0.292,4.1,6.6,0.619,0.557,2.0,2.5,0.803,1.1,5.4,6.5,1.2,0.6,1.0,1.1,3.1,13.1,54.0,293,5,2021-22,16.2,7.8,1.8,0.6,1.0,30.8,54.0,11.9,6.3,1.1,1.2,3.3,5.1,0.364,8.7,0.588,0.793
122,Eric Gordon,34,2TM,SG,69,58,28.5,4.2,9.5,0.446,1.9,5.2,0.371,2.3,4.3,0.535,0.547,2.1,2.5,0.821,0.2,1.7,1.9,2.7,0.6,0.4,1.5,1.1,12.4,57.0,749,12,2021-22,13.4,2.0,2.7,0.5,0.3,29.3,57.0,9.9,4.7,1.9,2.2,5.3,2.5,0.412,4.6,0.548,0.778
122,Eric Gordon,34,HOU,SG,47,47,30.2,4.5,10.2,0.439,1.8,5.2,0.347,2.7,5.0,0.536,0.528,2.3,2.9,0.815,0.3,1.8,2.1,2.9,0.6,0.4,1.8,1.0,13.1,57.0,749,12,2021-22,13.4,2.0,2.7,0.5,0.3,29.3,57.0,9.9,4.7,1.9,2.2,5.3,2.5,0.412,4.6,0.548,0.778
122,Eric Gordon,34,LAC,SG,22,11,24.9,3.7,8.0,0.463,2.1,5.0,0.423,1.5,2.9,0.531,0.597,1.5,1.7,0.842,0.2,1.5,1.7,2.1,0.6,0.4,1.0,1.5,11.0,57.0,749,12,2021-22,13.4,2.0,2.7,0.5,0.3,29.3,57.0,9.9,4.7,1.9,2.2,5.3,2.5,0.412,4.6,0.548,0.778
123,Jakob Poeltl,27,2TM,C,72,71,26.5,5.4,8.6,0.629,0.0,0.0,0.0,5.4,8.6,0.63,0.629,1.7,2.8,0.592,3.3,5.8,9.1,2.7,0.9,1.2,1.7,2.7,12.5,68.0,416,6,2021-22,13.5,9.3,2.8,0.7,1.7,29.0,68.0,9.8,6.0,1.6,0.0,0.0,6.0,1.0,9.7,0.618,0.495
123,Jakob Poeltl,27,SAS,C,46,46,26.1,5.2,8.4,0.616,0.0,0.0,0.0,5.2,8.4,0.618,0.616,1.7,2.8,0.605,3.3,5.7,9.0,3.1,0.8,1.1,2.1,2.6,12.1,68.0,416,6,2021-22,13.5,9.3,2.8,0.7,1.7,29.0,68.0,9.8,6.0,1.6,0.0,0.0,6.0,1.0,9.7,0.618,0.495
123,Jakob Poeltl,27,TOR,C,26,25,27.2,5.8,8.8,0.652,0.0,0.0,,5.8,8.8,0.652,0.652,1.6,2.8,0.569,3.2,5.9,9.1,2.2,1.2,1.3,1.1,3.0,13.1,68.0,416,6,2021-22,13.5,9.3,2.8,0.7,1.7,29.0,68.0,9.8,6.0,1.6,0.0,0.0,6.0,1.0,9.7,0.618,0.495
124,Jordan Nwora,24,2TM,SF,62,14,19.2,3.1,7.2,0.436,1.4,3.4,0.408,1.7,3.8,0.462,0.533,1.1,1.4,0.791,0.8,2.9,3.7,1.4,0.4,0.2,1.1,1.2,8.7,62.0,92,1,2021-22,7.9,3.6,1.0,0.4,0.3,19.1,62.0,7.5,3.0,0.9,1.3,3.7,1.7,0.348,3.8,0.455,0.837
124,Jordan Nwora,24,MIL,SF,38,3,15.7,2.0,5.2,0.386,1.1,2.7,0.392,0.9,2.5,0.379,0.487,1.0,1.1,0.86,0.8,2.3,3.1,1.0,0.3,0.2,0.9,0.9,6.0,62.0,92,1,2021-22,7.9,3.6,1.0,0.4,0.3,19.1,62.0,7.5,3.0,0.9,1.3,3.7,1.7,0.348,3.8,0.455,0.837
124,Jordan Nwora,24,IND,SF,24,11,24.6,4.9,10.3,0.476,1.9,4.5,0.422,3.0,5.8,0.518,0.569,1.3,1.8,0.721,0.9,3.8,4.7,2.1,0.5,0.3,1.3,1.7,13.0,62.0,92,1,2021-22,7.9,3.6,1.0,0.4,0.3,19.1,62.0,7.5,3.0,0.9,1.3,3.7,1.7,0.348,3.8,0.455,0.837
125,Austin Reaves,24,LAL,SG,64,22,28.8,4.0,7.7,0.529,1.3,3.4,0.398,2.7,4.3,0.631,0.616,3.6,4.1,0.864,0.5,2.5,3.0,3.4,0.5,0.3,1.5,1.7,13.0,61.0,61,1,2021-22,7.3,3.2,1.8,0.5,0.3,23.2,61.0,5.2,2.4,0.7,0.9,2.7,1.5,0.317,2.5,0.616,0.839
126,Cole Anthony,22,ORL,PG,60,4,25.9,4.6,10.2,0.454,1.3,3.4,0.364,3.4,6.7,0.5,0.516,2.5,2.8,0.894,0.8,4.0,4.8,3.9,0.6,0.5,1.5,2.6,13.0,65.0,112,2,2021-22,16.3,5.4,5.7,0.7,0.3,31.7,65.0,14.0,5.5,2.6,2.0,6.0,3.5,0.338,8.0,0.432,0.854
127,Devonte' Graham,27,2TM,PG,73,8,18.3,2.2,5.9,0.374,1.6,4.6,0.352,0.6,1.3,0.452,0.512,1.3,1.8,0.748,0.3,1.4,1.7,2.7,0.6,0.2,0.7,1.1,7.4,76.0,240,4,2021-22,11.9,2.3,4.2,0.9,0.2,28.4,76.0,10.7,3.9,1.4,2.5,7.4,1.4,0.341,3.3,0.413,0.843
127,Devonte' Graham,27,NOP,PG,53,0,15.3,1.6,4.4,0.368,1.2,3.6,0.347,0.4,0.8,0.463,0.511,0.8,1.1,0.746,0.2,1.1,1.4,2.2,0.6,0.2,0.5,0.9,5.3,76.0,240,4,2021-22,11.9,2.3,4.2,0.9,0.2,28.4,76.0,10.7,3.9,1.4,2.5,7.4,1.4,0.341,3.3,0.413,0.843
127,Devonte' Graham,27,SAS,PG,20,8,26.4,3.8,10.0,0.38,2.7,7.4,0.358,1.2,2.6,0.442,0.513,2.7,3.6,0.75,0.4,2.2,2.5,4.0,0.8,0.3,1.3,1.6,13.0,76.0,240,4,2021-22,11.9,2.3,4.2,0.9,0.2,28.4,76.0,10.7,3.9,1.4,2.5,7.4,1.4,0.341,3.3,0.413,0.843
128,Rui Hachimura,24,2TM,PF,63,9,23.3,4.5,9.3,0.486,0.8,2.5,0.319,3.7,6.7,0.55,0.53,1.4,1.9,0.739,0.8,3.7,4.5,0.9,0.3,0.4,0.8,1.1,11.2,42.0,147,3,2021-22,11.3,3.8,1.1,0.5,0.2,22.5,42.0,9.1,4.5,0.8,1.3,2.9,3.1,0.447,6.1,0.512,0.697
128,Rui Hachimura,24,WAS,PF,30,0,24.3,5.3,10.8,0.488,1.0,3.0,0.337,4.3,7.8,0.545,0.534,1.5,1.9,0.759,0.6,3.6,4.3,1.2,0.4,0.4,1.2,1.3,13.0,42.0,147,3,2021-22,11.3,3.8,1.1,0.5,0.2,22.5,42.0,9.1,4.5,0.8,1.3,2.9,3.1,0.447,6.1,0.512,0.697
128,Rui Hachimura,24,LAL,PF,33,9,22.4,3.8,7.9,0.485,0.6,2.2,0.296,3.2,5.7,0.556,0.525,1.3,1.8,0.721,1.0,3.7,4.7,0.7,0.2,0.4,0.5,1.0,9.6,42.0,147,3,2021-22,11.3,3.8,1.1,0.5,0.2,22.5,42.0,9.1,4.5,0.8,1.3,2.9,3.1,0.447,6.1,0.512,0.697
129,Tre Jones,23,SAS,PG,68,65,29.2,5.0,10.9,0.459,0.7,2.3,0.285,4.4,8.6,0.506,0.489,2.2,2.5,0.86,0.8,2.8,3.6,6.6,1.3,0.1,1.6,1.4,12.9,69.0,106,2,2021-22,6.0,2.2,3.4,0.6,0.1,16.6,69.0,4.9,2.4,0.7,0.1,0.7,2.3,0.196,4.2,0.542,0.78
130,Alec Burks,31,DET,SG,51,8,22.0,3.9,9.0,0.436,1.9,4.7,0.414,2.0,4.3,0.459,0.544,3.0,3.7,0.814,0.4,2.7,3.1,2.2,0.7,0.2,1.1,1.9,12.8,81.0,625,9,2021-22,11.7,4.9,3.0,1.0,0.3,28.6,81.0,9.0,3.5,1.1,1.9,4.8,1.6,0.404,4.2,0.378,0.822
131,Jabari Smith Jr.,19,HOU,PF,79,79,31.0,4.6,11.3,0.408,1.5,4.9,0.307,3.1,6.3,0.487,0.475,2.1,2.6,0.786,1.5,5.7,7.2,1.3,0.5,0.9,1.3,2.9,12.8,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,James Wiseman,21,2TM,C,45,22,19.3,4.2,7.5,0.558,0.1,0.4,0.2,4.1,7.1,0.58,0.563,1.5,2.2,0.701,1.6,4.3,5.9,0.7,0.2,0.6,1.1,2.4,10.0,0.0,39,1,2020-21,11.5,5.8,0.7,0.3,0.9,21.4,39.0,9.4,4.9,1.5,0.3,1.0,4.6,0.316,8.5,0.542,0.628
132,James Wiseman,21,GSW,C,21,0,12.5,2.8,4.5,0.628,0.0,0.1,0.5,2.8,4.4,0.63,0.633,1.2,1.8,0.684,0.9,2.6,3.5,0.7,0.1,0.3,0.7,1.9,6.9,0.0,39,1,2020-21,11.5,5.8,0.7,0.3,0.9,21.4,39.0,9.4,4.9,1.5,0.3,1.0,4.6,0.316,8.5,0.542,0.628
132,James Wiseman,21,DET,C,24,22,25.2,5.4,10.2,0.531,0.1,0.8,0.167,5.3,9.5,0.559,0.537,1.8,2.5,0.712,2.3,5.8,8.1,0.7,0.2,0.8,1.5,2.9,12.7,0.0,39,1,2020-21,11.5,5.8,0.7,0.3,0.9,21.4,39.0,9.4,4.9,1.5,0.3,1.0,4.6,0.316,8.5,0.542,0.628
133,KJ Martin,22,HOU,SF,82,49,28.0,5.0,8.8,0.569,0.8,2.6,0.315,4.2,6.1,0.679,0.617,1.8,2.7,0.68,1.5,4.0,5.5,1.5,0.5,0.4,1.1,1.8,12.7,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Dennis Schröder,29,LAL,PG,66,50,30.1,4.1,9.8,0.415,1.1,3.4,0.329,3.0,6.4,0.461,0.472,3.3,3.8,0.857,0.3,2.2,2.5,4.5,0.8,0.2,1.7,2.2,12.6,64.0,621,9,2021-22,13.5,3.3,4.6,0.8,0.1,28.7,64.0,11.3,4.9,2.2,1.3,3.9,3.5,0.344,7.4,0.477,0.853
135,Nic Claxton,23,BRK,C,76,76,29.9,5.4,7.7,0.705,0.0,0.0,0.0,5.4,7.7,0.708,0.705,1.8,3.2,0.541,2.4,6.8,9.2,1.9,0.9,2.5,1.3,2.8,12.6,47.0,94,1,2021-22,8.7,5.6,0.9,0.5,1.1,20.7,47.0,5.6,3.8,0.8,0.0,0.0,3.8,,5.6,0.674,0.581
136,Mac McClung,24,PHI,SG,2,0,20.5,4.5,10.0,0.45,2.0,5.5,0.364,2.5,4.5,0.556,0.55,1.5,2.5,0.6,1.5,3.5,5.0,4.5,0.0,0.0,1.5,1.5,12.5,2.0,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Kelly Olynyk,31,UTA,C,68,68,28.6,4.1,8.2,0.499,1.4,3.5,0.394,2.7,4.7,0.576,0.583,2.9,3.4,0.853,1.2,5.0,6.2,3.7,0.9,0.5,2.5,3.4,12.5,40.0,610,9,2021-22,9.1,4.4,2.8,0.8,0.5,19.1,40.0,7.2,3.2,1.5,1.0,3.0,2.2,0.336,4.2,0.527,0.775
138,Derrick White,28,BOS,SG,82,70,28.3,4.3,9.2,0.462,1.8,4.8,0.381,2.5,4.5,0.548,0.56,2.0,2.3,0.875,0.6,2.9,3.6,3.9,0.7,0.9,1.2,2.2,12.4,75.0,263,4,2021-22,13.2,3.5,4.9,0.9,0.8,29.3,75.0,10.7,4.5,1.6,1.5,4.9,3.0,0.312,5.7,0.515,0.864
139,Mason Plumlee,32,2TM,C,79,60,26.0,4.2,6.1,0.68,0.0,0.0,,4.2,6.1,0.68,0.68,2.5,4.0,0.636,2.9,6.0,8.9,3.1,0.6,0.6,1.5,2.7,10.8,73.0,661,9,2021-22,6.5,7.7,3.1,0.8,0.7,24.6,73.0,4.4,2.8,1.4,0.0,0.0,2.8,0.0,4.4,0.645,0.392
139,Mason Plumlee,32,CHO,C,56,56,28.5,4.7,7.1,0.669,0.0,0.0,,4.7,7.1,0.669,0.669,2.8,4.6,0.605,3.3,6.3,9.7,3.7,0.6,0.6,1.6,2.9,12.2,73.0,661,9,2021-22,6.5,7.7,3.1,0.8,0.7,24.6,73.0,4.4,2.8,1.4,0.0,0.0,2.8,0.0,4.4,0.645,0.392
139,Mason Plumlee,32,LAC,C,23,4,19.9,2.8,3.8,0.727,0.0,0.0,,2.8,3.8,0.727,0.727,1.9,2.5,0.772,1.8,5.1,6.9,1.7,0.5,0.5,1.3,2.4,7.5,73.0,661,9,2021-22,6.5,7.7,3.1,0.8,0.7,24.6,73.0,4.4,2.8,1.4,0.0,0.0,2.8,0.0,4.4,0.645,0.392
140,Keegan Murray,22,SAC,SF,80,78,29.8,4.4,9.8,0.453,2.6,6.3,0.411,1.9,3.5,0.527,0.584,0.8,1.0,0.765,1.1,3.5,4.6,1.2,0.8,0.5,0.8,2.0,12.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Caris LeVert,28,CLE,SG,74,30,30.2,4.3,10.0,0.431,1.7,4.4,0.392,2.6,5.6,0.462,0.517,1.8,2.4,0.722,0.7,3.1,3.8,3.9,1.0,0.3,1.6,2.3,12.1,58.0,318,6,2021-22,17.0,3.7,4.3,0.9,0.4,30.7,58.0,14.7,6.5,1.9,1.4,4.4,5.1,0.32,10.3,0.497,0.756
142,Bones Hyland,22,2TM,PG,56,1,19.4,4.1,10.2,0.399,2.1,5.6,0.371,2.0,4.6,0.434,0.502,1.5,1.8,0.843,0.4,2.1,2.4,3.1,0.7,0.3,1.5,1.7,11.8,69.0,69,1,2021-22,10.1,2.7,2.8,0.6,0.3,19.0,69.0,8.3,3.3,1.2,1.9,5.2,1.4,0.366,3.1,0.465,0.856
142,Bones Hyland,22,DEN,PG,42,1,19.5,4.1,10.3,0.399,2.2,5.7,0.378,2.0,4.6,0.425,0.503,1.7,2.0,0.866,0.2,1.8,2.0,3.0,0.7,0.3,1.6,1.6,12.1,69.0,69,1,2021-22,10.1,2.7,2.8,0.6,0.3,19.0,69.0,8.3,3.3,1.2,1.9,5.2,1.4,0.366,3.1,0.465,0.856
142,Bones Hyland,22,LAC,PG,14,0,18.9,3.9,9.8,0.401,1.9,5.3,0.351,2.1,4.5,0.46,0.496,1.1,1.4,0.75,0.7,2.8,3.5,3.4,0.8,0.1,1.1,2.1,10.8,69.0,69,1,2021-22,10.1,2.7,2.8,0.6,0.3,19.0,69.0,8.3,3.3,1.2,1.9,5.2,1.4,0.366,3.1,0.465,0.856
143,Thomas Bryant,25,2TM,C,59,26,18.3,3.9,6.3,0.623,0.4,1.0,0.441,3.5,5.3,0.658,0.659,1.6,2.1,0.738,1.5,4.3,5.7,0.5,0.3,0.5,0.6,1.7,9.8,27.0,170,2,2019-20,13.2,7.2,1.8,0.5,1.1,24.9,46.0,9.1,5.3,1.2,0.8,2.0,4.5,0.407,7.1,0.63,0.741
143,Thomas Bryant,25,LAL,C,41,25,21.4,4.8,7.3,0.654,0.5,1.2,0.44,4.3,6.1,0.697,0.691,2.0,2.6,0.741,1.6,5.2,6.8,0.7,0.3,0.6,0.7,1.9,12.1,27.0,170,2,2019-20,13.2,7.2,1.8,0.5,1.1,24.9,46.0,9.1,5.3,1.2,0.8,2.0,4.5,0.407,7.1,0.63,0.741
143,Thomas Bryant,25,DEN,C,18,1,11.4,1.8,3.8,0.485,0.2,0.5,0.444,1.6,3.3,0.492,0.515,0.7,1.0,0.722,1.1,2.3,3.3,0.1,0.1,0.4,0.6,1.4,4.6,27.0,170,2,2019-20,13.2,7.2,1.8,0.5,1.1,24.9,46.0,9.1,5.3,1.2,0.8,2.0,4.5,0.407,7.1,0.63,0.741
144,Jaden McDaniels,22,MIN,SF,79,79,30.6,4.7,9.1,0.517,1.4,3.4,0.398,3.3,5.7,0.588,0.591,1.3,1.8,0.736,1.2,2.7,3.9,1.9,0.9,1.0,1.4,3.4,12.1,70.0,133,2,2021-22,9.2,4.2,1.1,0.7,0.8,25.8,70.0,7.9,3.6,1.1,1.1,3.6,2.5,0.317,4.3,0.579,0.803
145,Clint Capela,28,ATL,C,65,63,26.6,5.4,8.2,0.653,0.0,0.0,0.0,5.4,8.2,0.654,0.653,1.2,2.0,0.603,4.0,7.1,11.0,0.9,0.7,1.2,0.8,2.1,12.0,74.0,471,7,2021-22,11.1,11.9,1.2,0.7,1.3,27.6,74.0,8.2,5.0,0.6,0.0,0.0,5.0,0.0,8.1,0.614,0.473
146,Marvin Bagley III,23,DET,C,42,25,23.6,4.8,9.1,0.529,0.5,1.6,0.288,4.4,7.5,0.579,0.554,1.9,2.6,0.75,2.2,4.2,6.4,0.9,0.5,0.7,1.1,1.9,12.0,48.0,166,3,2021-22,11.3,7.0,0.8,0.5,0.4,23.9,48.0,9.3,4.7,0.8,0.5,2.0,4.2,0.237,7.3,0.579,0.663
147,Lonnie Walker IV,24,LAL,SG,56,32,23.2,4.2,9.4,0.448,1.6,4.4,0.365,2.6,5.0,0.522,0.534,1.6,1.9,0.858,0.3,1.7,1.9,1.1,0.5,0.3,0.8,1.3,11.7,70.0,208,3,2021-22,12.1,2.6,2.2,0.6,0.3,23.0,70.0,10.9,4.4,1.0,1.6,5.0,2.9,0.314,5.9,0.487,0.784
148,Zach Collins,25,SAS,C,63,26,22.9,4.5,8.7,0.518,0.9,2.3,0.374,3.6,6.4,0.571,0.568,1.7,2.3,0.761,1.8,4.5,6.4,2.9,0.6,0.8,2.0,3.2,11.6,28.0,182,2,2018-19,6.6,4.2,0.9,0.3,0.9,17.6,77.0,5.2,2.5,1.0,0.5,1.6,1.9,0.331,3.6,0.534,0.746
149,Marcus Smart,28,BOS,PG,61,61,32.1,4.1,9.9,0.415,1.9,5.6,0.336,2.2,4.3,0.519,0.511,1.4,1.9,0.746,0.8,2.4,3.1,6.3,1.5,0.4,2.3,2.8,11.5,71.0,520,8,2021-22,12.1,3.8,5.9,1.7,0.3,32.3,71.0,10.1,4.2,2.2,1.7,5.1,2.5,0.331,5.0,0.506,0.793
150,Bruce Brown,26,DEN,SF,80,31,28.5,4.5,9.3,0.483,1.1,3.2,0.358,3.3,6.1,0.548,0.545,1.5,1.9,0.758,0.8,3.3,4.1,3.4,1.1,0.6,1.5,2.4,11.5,72.0,269,4,2021-22,9.0,4.8,2.1,1.1,0.7,24.6,72.0,7.0,3.6,0.8,0.5,1.3,3.0,0.404,5.7,0.529,0.758
151,Max Strus,26,MIA,SF,80,33,28.4,4.1,9.9,0.41,2.5,7.0,0.35,1.6,2.8,0.559,0.535,1.0,1.1,0.876,0.6,2.6,3.2,2.1,0.5,0.2,0.9,2.1,11.5,68.0,109,2,2021-22,10.6,3.0,1.4,0.4,0.2,23.3,68.0,8.3,3.7,0.8,2.7,6.5,1.0,0.41,1.8,0.557,0.792
152,Naz Reid,23,MIN,C,68,11,18.4,4.6,8.5,0.537,1.1,3.2,0.346,3.5,5.3,0.653,0.602,1.3,1.9,0.677,1.1,3.8,4.9,1.1,0.6,0.8,1.4,2.6,11.5,77.0,177,2,2021-22,8.3,3.9,0.9,0.5,0.9,15.8,77.0,6.2,3.0,1.1,0.7,2.2,2.3,0.343,4.0,0.568,0.765
153,Josh Richardson,29,2TM,SG,65,10,23.5,3.7,8.5,0.431,1.6,4.5,0.365,2.0,4.0,0.506,0.528,1.1,1.2,0.852,0.6,2.1,2.7,2.7,1.1,0.3,1.3,1.8,10.1,65.0,438,7,2021-22,10.2,2.8,1.8,0.9,0.4,24.6,65.0,8.2,3.6,1.0,1.6,3.8,2.0,0.415,4.4,0.458,0.889
153,Josh Richardson,29,SAS,SG,42,6,23.7,4.2,9.7,0.436,1.8,4.9,0.357,2.5,4.7,0.518,0.527,1.3,1.4,0.883,0.7,2.1,2.8,3.3,1.0,0.3,1.5,1.7,11.5,65.0,438,7,2021-22,10.2,2.8,1.8,0.9,0.4,24.6,65.0,8.2,3.6,1.0,1.6,3.8,2.0,0.415,4.4,0.458,0.889
153,Josh Richardson,29,NOP,SG,23,4,23.2,2.7,6.4,0.419,1.4,3.7,0.384,1.3,2.7,0.468,0.53,0.7,0.9,0.762,0.5,2.0,2.4,1.6,1.3,0.4,1.0,2.0,7.5,65.0,438,7,2021-22,10.2,2.8,1.8,0.9,0.4,24.6,65.0,8.2,3.6,1.0,1.6,3.8,2.0,0.415,4.4,0.458,0.889
154,John Wall,32,LAC,PG,34,3,22.2,4.1,9.9,0.408,1.0,3.2,0.303,3.1,6.7,0.459,0.457,2.3,3.3,0.681,0.4,2.3,2.7,5.2,0.8,0.4,2.4,1.7,11.4,0.0,613,9,2020-21,20.6,3.2,6.9,1.1,0.8,32.2,40.0,18.2,7.3,3.5,2.0,6.2,5.4,0.317,11.9,0.449,0.749
155,Isaiah Stewart,21,DET,C,50,47,28.3,3.9,8.8,0.442,1.3,4.1,0.327,2.6,4.7,0.542,0.518,2.2,3.0,0.738,2.3,5.8,8.1,1.4,0.4,0.7,1.4,2.7,11.3,71.0,139,2,2021-22,8.3,8.7,1.2,0.3,1.1,25.6,71.0,6.9,3.5,1.2,0.2,0.6,3.3,0.326,6.3,0.529,0.718
156,Luke Kennard,26,2TM,SG,59,14,22.3,3.2,6.5,0.492,2.3,4.6,0.494,0.9,1.9,0.487,0.666,0.6,0.7,0.949,0.3,2.4,2.7,1.5,0.5,0.1,0.8,1.4,9.3,70.0,297,4,2021-22,11.9,3.3,2.1,0.6,0.1,27.4,70.0,9.1,4.1,0.9,2.7,6.0,1.4,0.449,3.1,0.449,0.896
156,Luke Kennard,26,LAC,SG,35,11,20.7,2.8,6.0,0.464,1.7,3.8,0.447,1.1,2.3,0.494,0.604,0.5,0.6,0.95,0.2,2.2,2.4,1.1,0.5,0.1,0.9,1.3,7.8,70.0,297,4,2021-22,11.9,3.3,2.1,0.6,0.1,27.4,70.0,9.1,4.1,0.9,2.7,6.0,1.4,0.449,3.1,0.449,0.896
156,Luke Kennard,26,MEM,SG,24,3,24.6,3.8,7.1,0.526,3.1,5.7,0.54,0.7,1.4,0.471,0.743,0.8,0.8,0.947,0.4,2.8,3.1,2.3,0.5,0.0,0.7,1.5,11.3,70.0,297,4,2021-22,11.9,3.3,2.1,0.6,0.1,27.4,70.0,9.1,4.1,0.9,2.7,6.0,1.4,0.449,3.1,0.449,0.896
157,Quentin Grimes,22,NYK,SG,71,66,29.9,4.0,8.5,0.468,2.2,5.7,0.386,1.8,2.7,0.641,0.599,1.1,1.4,0.796,0.7,2.5,3.2,2.1,0.7,0.4,1.0,2.5,11.3,46.0,46,1,2021-22,6.0,2.0,1.0,0.7,0.2,17.1,46.0,5.1,2.1,0.6,1.6,4.1,0.5,0.381,1.0,0.5,0.684
158,Marcus Morris,33,LAC,PF,65,65,28.1,4.2,9.9,0.426,1.7,4.7,0.364,2.5,5.2,0.484,0.513,1.0,1.3,0.782,0.4,3.5,4.0,1.8,0.6,0.3,0.9,2.1,11.2,54.0,718,10,2021-22,15.4,4.4,2.1,0.5,0.3,29.0,54.0,12.8,5.6,1.3,1.9,5.1,3.7,0.367,7.7,0.478,0.872
159,Kyle Lowry,36,MIA,PG,55,44,31.2,3.6,8.8,0.404,1.9,5.6,0.345,1.6,3.2,0.509,0.514,2.1,2.5,0.859,0.8,3.3,4.1,5.1,1.0,0.4,1.9,2.6,11.2,63.0,1023,15,2021-22,13.4,4.5,7.5,1.1,0.3,33.9,63.0,10.0,4.4,2.7,2.3,6.1,2.1,0.377,3.9,0.539,0.851
160,Corey Kispert,23,WAS,SF,74,45,28.3,3.9,7.9,0.497,2.2,5.2,0.424,1.7,2.7,0.637,0.637,1.0,1.2,0.852,0.4,2.4,2.8,1.2,0.4,0.1,0.7,1.3,11.1,77.0,77,1,2021-22,8.2,2.7,1.1,0.5,0.3,23.4,77.0,6.7,3.0,0.6,1.5,4.2,1.6,0.35,2.5,0.629,0.871
161,Cam Reddish,23,2TM,SF,40,20,24.8,3.5,7.8,0.446,1.1,3.6,0.313,2.4,4.2,0.56,0.518,1.6,1.9,0.853,0.5,1.8,2.2,1.4,1.0,0.4,1.2,1.8,9.7,49.0,133,2,2021-22,10.1,2.1,1.0,1.0,0.3,20.7,49.0,8.3,3.4,1.2,1.3,3.8,2.0,0.359,4.6,0.442,0.902
161,Cam Reddish,23,NYK,SF,20,8,21.9,3.1,6.8,0.449,0.9,2.8,0.304,2.2,4.0,0.55,0.511,1.5,1.7,0.879,0.4,1.2,1.6,1.0,0.8,0.4,0.8,1.6,8.4,49.0,133,2,2021-22,10.1,2.1,1.0,1.0,0.3,20.7,49.0,8.3,3.4,1.2,1.3,3.8,2.0,0.359,4.6,0.442,0.902
161,Cam Reddish,23,POR,SF,20,12,27.6,3.9,8.8,0.443,1.4,4.4,0.318,2.5,4.4,0.568,0.523,1.8,2.1,0.833,0.6,2.3,2.9,1.9,1.2,0.3,1.6,2.0,11.0,49.0,133,2,2021-22,10.1,2.1,1.0,1.0,0.3,20.7,49.0,8.3,3.4,1.2,1.3,3.8,2.0,0.359,4.6,0.442,0.902
162,Julian Champagnie,21,2TM,SF,17,3,18.8,3.5,7.6,0.454,1.9,4.8,0.402,1.5,2.8,0.542,0.581,0.8,1.0,0.824,0.6,2.9,3.5,0.6,0.4,0.3,0.6,1.5,9.7,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Julian Champagnie,21,PHI,SF,2,0,3.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Julian Champagnie,21,SAS,SF,15,3,20.9,3.9,8.5,0.461,2.2,5.4,0.407,1.7,3.1,0.553,0.59,0.9,1.1,0.824,0.7,3.3,4.0,0.7,0.3,0.3,0.7,1.7,11.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
