Rk,Player,Age,Tm,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_prev,G_prev_total,Seasons Played,Previous Season,PS_PTS,PS_TRB,PS_AST,PS_STL,PS_BLK,PS_MP,PS_G,PS_FGA,PS_FG,PS_TOV,PS_3P,PS_3PA,PS_2P,PS_3P%,PS_2PA,PS_2P%,PS_FT%
1,Joel Embiid,28,PHI,C,66,66,34.6,11.0,20.1,0.548,1.0,3.0,0.33,10.0,17.1,0.587,0.573,10.0,11.7,0.857,1.7,8.4,10.2,4.2,1.0,1.7,3.4,3.1,33.1,68.0,328,5,2021-22,30.6,11.7,4.2,1.1,1.5,33.8,68.0,19.6,9.8,3.1,1.4,3.7,8.4,0.371,15.9,0.529,0.814
2,Luka Dončić,23,DAL,PG,66,66,36.2,10.9,22.0,0.496,2.8,8.2,0.342,8.1,13.8,0.588,0.56,7.8,10.5,0.742,0.8,7.8,8.6,8.0,1.4,0.5,3.6,2.5,32.4,65.0,264,4,2021-22,28.4,9.1,8.7,1.2,0.6,35.4,65.0,21.6,9.9,4.5,3.1,8.8,6.8,0.353,12.8,0.528,0.744
3,Damian Lillard,32,POR,PG,58,58,36.3,9.6,20.7,0.463,4.2,11.3,0.371,5.4,9.4,0.574,0.564,8.8,9.6,0.914,0.8,4.0,4.8,7.3,0.9,0.3,3.3,1.9,32.2,29.0,711,9,2020-21,28.8,4.2,7.5,0.9,0.3,35.8,67.0,19.9,9.0,3.0,4.1,10.5,4.9,0.391,9.4,0.519,0.928
4,Shai Gilgeous-Alexander,24,OKC,PG,68,68,35.5,10.4,20.3,0.51,0.9,2.5,0.345,9.5,17.8,0.533,0.531,9.8,10.9,0.905,0.9,4.0,4.8,5.5,1.6,1.0,2.8,2.8,31.4,56.0,243,3,2021-22,24.5,5.0,5.9,1.3,0.8,34.7,56.0,18.8,8.5,2.8,1.6,5.3,6.9,0.3,13.5,0.514,0.81
5,Giannis Antetokounmpo,28,MIL,PF,63,63,32.1,11.2,20.3,0.553,0.7,2.7,0.275,10.5,17.6,0.596,0.572,7.9,12.3,0.645,2.2,9.6,11.8,5.7,0.8,0.8,3.9,3.1,31.1,67.0,656,9,2021-22,29.9,11.6,5.8,1.1,1.4,32.9,67.0,18.6,10.3,3.3,1.1,3.6,9.2,0.293,15.0,0.616,0.722
6,Jayson Tatum,24,BOS,SF,74,74,36.9,9.8,21.1,0.466,3.2,9.3,0.35,6.6,11.8,0.558,0.543,7.2,8.4,0.854,1.1,7.7,8.8,4.6,1.1,0.7,2.9,2.2,30.1,76.0,365,5,2021-22,26.9,8.0,4.4,1.0,0.6,35.9,76.0,20.6,9.3,2.9,3.0,8.6,6.3,0.353,12.0,0.524,0.853
7,Kevin Durant,34,2TM,PF,47,47,35.6,10.3,18.3,0.56,2.0,4.9,0.404,8.3,13.4,0.617,0.614,6.5,7.1,0.919,0.4,6.3,6.7,5.0,0.7,1.4,3.3,2.1,29.1,55.0,939,12,2021-22,29.9,7.4,6.4,0.9,0.9,37.2,55.0,20.3,10.5,3.5,2.1,5.5,8.4,0.383,14.8,0.568,0.91
7,Kevin Durant,34,BRK,PF,39,39,36.0,10.5,18.8,0.559,1.8,4.8,0.376,8.7,14.0,0.622,0.607,6.8,7.3,0.934,0.4,6.4,6.7,5.3,0.8,1.5,3.5,2.4,29.7,55.0,939,12,2021-22,29.9,7.4,6.4,0.9,0.9,37.2,55.0,20.3,10.5,3.5,2.1,5.5,8.4,0.383,14.8,0.568,0.91
7,Kevin Durant,34,PHO,PF,8,8,33.6,9.1,16.0,0.57,2.8,5.1,0.537,6.4,10.9,0.586,0.656,5.0,6.0,0.833,0.4,6.0,6.4,3.5,0.3,1.3,2.5,0.9,26.0,55.0,939,12,2021-22,29.9,7.4,6.4,0.9,0.9,37.2,55.0,20.3,10.5,3.5,2.1,5.5,8.4,0.383,14.8,0.568,0.91
8,Stephen Curry,34,GSW,PG,56,56,34.7,10.0,20.2,0.493,4.9,11.4,0.427,5.1,8.8,0.579,0.614,4.6,5.0,0.915,0.7,5.4,6.1,6.3,0.9,0.4,3.2,2.1,29.4,64.0,826,11,2021-22,25.5,5.2,6.3,1.3,0.4,34.5,64.0,19.1,8.4,3.2,4.5,11.7,3.9,0.38,7.4,0.527,0.923
9,LeBron James,38,LAL,PF,55,54,35.5,11.1,22.2,0.5,2.2,6.9,0.321,8.9,15.3,0.58,0.549,4.6,5.9,0.768,1.2,7.1,8.3,6.8,0.9,0.6,3.2,1.6,28.9,56.0,1366,19,2021-22,30.3,8.2,6.2,1.3,1.1,37.2,56.0,21.8,11.4,3.5,2.9,8.0,8.6,0.359,13.8,0.62,0.756
10,Donovan Mitchell,26,CLE,SG,68,68,35.8,10.0,20.6,0.484,3.6,9.3,0.386,6.4,11.3,0.566,0.572,4.7,5.4,0.867,0.9,3.3,4.3,4.4,1.5,0.4,2.6,2.5,28.3,67.0,345,5,2021-22,25.9,4.2,5.3,1.5,0.2,33.8,67.0,20.5,9.2,3.0,3.5,9.8,5.7,0.355,10.8,0.533,0.853
11,Devin Booker,26,PHO,SG,53,53,34.6,9.9,20.1,0.494,2.1,6.0,0.351,7.8,14.2,0.554,0.546,5.8,6.8,0.855,0.9,3.7,4.5,5.5,1.0,0.3,2.7,3.0,27.8,68.0,477,7,2021-22,26.8,5.0,4.8,1.1,0.4,34.5,68.0,20.9,9.7,2.4,2.7,7.0,7.0,0.383,13.9,0.508,0.868
12,Kyrie Irving,30,2TM,SG,60,60,37.4,9.9,20.1,0.494,3.1,8.3,0.379,6.8,11.8,0.574,0.572,4.1,4.6,0.905,1.0,4.1,5.1,5.5,1.1,0.8,2.1,2.8,27.1,29.0,611,9,2020-21,26.9,4.8,6.0,1.4,0.7,34.9,54.0,20.1,10.2,2.4,2.8,7.0,7.4,0.402,13.1,0.561,0.922
12,Kyrie Irving,30,BRK,PG,40,40,37.0,10.0,20.5,0.486,3.3,8.7,0.374,6.7,11.8,0.569,0.565,4.0,4.5,0.883,1.0,4.2,5.1,5.3,1.0,0.8,2.3,2.7,27.1,29.0,611,9,2020-21,26.9,4.8,6.0,1.4,0.7,34.9,54.0,20.1,10.2,2.4,2.8,7.0,7.4,0.402,13.1,0.561,0.922
12,Kyrie Irving,30,DAL,SG,20,20,38.2,9.8,19.2,0.51,2.9,7.4,0.392,6.9,11.8,0.585,0.586,4.5,4.7,0.947,1.1,4.0,5.0,6.0,1.3,0.6,1.9,2.8,27.0,29.0,611,9,2020-21,26.9,4.8,6.0,1.4,0.7,34.9,54.0,20.1,10.2,2.4,2.8,7.0,7.4,0.402,13.1,0.561,0.922
13,Jaylen Brown,26,BOS,SF,67,67,35.9,10.1,20.6,0.491,2.4,7.3,0.335,7.7,13.4,0.576,0.55,3.9,5.1,0.765,1.2,5.7,6.9,3.5,1.1,0.4,2.9,2.6,26.6,66.0,403,6,2021-22,23.6,6.1,3.5,1.1,0.3,33.6,66.0,18.4,8.7,2.7,2.5,7.0,6.2,0.358,11.4,0.544,0.758
14,Trae Young,24,ATL,PG,73,73,34.8,8.2,19.0,0.429,2.1,6.3,0.335,6.1,12.7,0.476,0.485,7.8,8.8,0.886,0.8,2.2,3.0,10.2,1.1,0.1,4.1,1.4,26.2,76.0,280,4,2021-22,28.4,3.7,9.7,0.9,0.1,34.9,76.0,20.3,9.4,4.0,3.1,8.0,6.3,0.382,12.3,0.512,0.904
15,Ja Morant,23,MEM,PG,61,59,31.9,9.3,19.9,0.466,1.5,4.9,0.307,7.8,15.0,0.519,0.504,6.1,8.1,0.748,1.0,4.9,5.9,8.1,1.1,0.3,3.4,1.6,26.2,57.0,187,3,2021-22,27.4,5.7,6.7,1.2,0.4,33.1,57.0,20.6,10.2,3.4,1.5,4.5,8.6,0.344,16.2,0.534,0.761
16,Mikal Bridges,26,2TM,SG,83,83,35.7,7.1,15.3,0.468,2.0,5.3,0.382,5.1,9.9,0.514,0.535,3.8,4.3,0.895,1.0,3.4,4.4,3.3,1.1,0.7,1.5,1.9,20.1,82.0,309,4,2021-22,14.2,4.2,2.3,1.2,0.4,34.8,82.0,10.5,5.6,0.8,1.4,3.8,4.2,0.369,6.7,0.628,0.834
16,Mikal Bridges,26,PHO,SF,56,56,36.4,6.3,13.6,0.463,1.8,4.7,0.387,4.5,9.0,0.503,0.529,2.8,3.1,0.897,1.0,3.3,4.3,3.6,1.2,0.8,1.4,2.1,17.2,82.0,309,4,2021-22,14.2,4.2,2.3,1.2,0.4,34.8,82.0,10.5,5.6,0.8,1.4,3.8,4.2,0.369,6.7,0.628,0.834
16,Mikal Bridges,26,BRK,SG,27,27,34.2,8.9,18.6,0.475,2.5,6.7,0.376,6.3,11.9,0.531,0.543,5.9,6.6,0.894,0.9,3.6,4.5,2.7,1.0,0.6,1.8,1.6,26.1,82.0,309,4,2021-22,14.2,4.2,2.3,1.2,0.4,34.8,82.0,10.5,5.6,0.8,1.4,3.8,4.2,0.369,6.7,0.628,0.834
17,Zion Williamson,22,NOP,PF,29,29,33.0,9.8,16.2,0.608,0.2,0.7,0.368,9.6,15.5,0.618,0.615,6.1,8.6,0.714,2.0,5.0,7.0,4.6,1.1,0.6,3.4,2.2,26.0,0.0,85,1,2020-21,27.0,7.2,3.7,0.9,0.6,33.2,61.0,17.0,10.4,2.7,0.2,0.6,10.2,0.294,16.4,0.622,0.698
18,Anthony Davis,29,LAL,C,56,54,34.0,9.7,17.2,0.563,0.3,1.3,0.257,9.3,15.9,0.589,0.573,6.2,7.9,0.784,3.5,9.1,12.5,2.6,1.1,2.0,2.2,2.6,25.9,40.0,604,10,2021-22,23.2,9.9,3.1,1.2,2.3,35.1,40.0,17.4,9.3,2.1,0.3,1.8,8.9,0.186,15.6,0.571,0.713
19,Lauri Markkanen,25,UTA,PF,66,66,34.4,8.7,17.3,0.499,3.0,7.7,0.391,5.6,9.6,0.585,0.586,5.3,6.0,0.875,2.0,6.7,8.6,1.9,0.6,0.6,1.9,2.1,25.6,61.0,282,5,2021-22,14.8,5.7,1.3,0.7,0.5,30.8,61.0,11.5,5.1,0.9,2.2,6.2,2.9,0.358,5.3,0.548,0.868
20,Julius Randle,28,NYK,PF,77,77,35.5,8.5,18.6,0.459,2.8,8.3,0.343,5.7,10.3,0.553,0.536,5.2,6.9,0.757,1.8,8.1,10.0,4.1,0.6,0.3,2.8,3.0,25.1,72.0,518,7,2021-22,20.1,9.9,5.1,0.7,0.5,35.3,72.0,17.3,7.1,3.4,1.7,5.4,5.4,0.308,11.9,0.458,0.756
21,De'Aaron Fox,25,SAC,PG,73,73,33.4,9.3,18.2,0.512,1.6,5.0,0.324,7.7,13.2,0.584,0.557,4.7,6.0,0.78,0.5,3.6,4.2,6.1,1.1,0.3,2.5,2.4,25.0,59.0,322,5,2021-22,23.2,3.9,5.6,1.2,0.4,35.3,59.0,18.5,8.7,2.8,1.3,4.2,7.5,0.297,14.3,0.524,0.75
22,Zach LaVine,27,CHI,SG,77,77,35.9,8.7,18.0,0.485,2.6,7.1,0.375,6.1,11.0,0.556,0.558,4.7,5.6,0.848,0.5,3.9,4.5,4.2,0.9,0.2,2.5,2.1,24.8,67.0,478,7,2021-22,24.4,4.6,4.5,0.6,0.3,34.7,67.0,17.7,8.4,2.6,2.8,7.1,5.7,0.389,10.6,0.534,0.853
23,Brandon Ingram,25,NOP,SF,45,45,34.2,9.0,18.6,0.484,1.4,3.6,0.39,7.6,14.9,0.507,0.522,5.3,6.0,0.882,0.5,5.0,5.5,5.8,0.7,0.4,3.3,2.6,24.7,55.0,368,6,2021-22,22.7,5.8,5.6,0.6,0.5,34.0,55.0,17.9,8.2,2.7,1.3,4.1,6.9,0.327,13.8,0.501,0.826
24,Anthony Edwards,21,MIN,SG,79,79,36.0,8.9,19.5,0.459,2.7,7.3,0.369,6.3,12.2,0.513,0.528,4.0,5.3,0.756,0.6,5.2,5.8,4.4,1.6,0.7,3.3,2.4,24.6,72.0,144,2,2021-22,21.3,4.8,3.8,1.5,0.6,34.3,72.0,17.3,7.6,2.6,3.0,8.4,4.6,0.357,8.9,0.519,0.786
25,DeMar DeRozan,33,CHI,SF,74,74,36.2,8.9,17.6,0.504,0.6,1.9,0.324,8.3,15.7,0.526,0.522,6.2,7.1,0.872,0.5,4.2,4.6,5.1,1.1,0.5,2.1,2.5,24.5,76.0,957,13,2021-22,27.9,5.2,4.9,0.9,0.3,36.1,76.0,20.2,10.2,2.4,0.7,1.9,9.5,0.352,18.3,0.52,0.877
26,Nikola Jokić,27,DEN,C,69,69,33.7,9.4,14.8,0.632,0.8,2.2,0.383,8.5,12.7,0.675,0.66,4.9,6.0,0.822,2.4,9.4,11.8,9.8,1.3,0.7,3.6,2.5,24.5,74.0,527,7,2021-22,27.1,13.8,7.9,1.5,0.9,33.5,74.0,17.7,10.3,3.8,1.3,3.9,9.0,0.337,13.8,0.652,0.81
27,Pascal Siakam,28,TOR,PF,71,71,37.4,8.9,18.5,0.48,1.3,4.0,0.324,7.6,14.5,0.523,0.515,5.2,6.7,0.774,1.8,6.0,7.8,5.8,0.9,0.5,2.4,3.2,24.2,68.0,400,6,2021-22,22.8,8.5,5.3,1.3,0.6,37.9,68.0,17.8,8.8,2.7,1.1,3.2,7.7,0.344,14.5,0.527,0.749
28,Jalen Brunson,26,NYK,PG,68,68,35.0,8.6,17.6,0.491,2.0,4.7,0.416,6.7,12.8,0.519,0.547,4.8,5.8,0.829,0.6,3.0,3.5,6.2,0.9,0.2,2.1,2.2,24.0,79.0,277,4,2021-22,16.3,3.9,4.8,0.8,0.0,31.9,79.0,12.8,6.4,1.6,1.2,3.2,5.2,0.373,9.6,0.545,0.84
29,Paul George,32,LAC,SF,56,56,34.6,8.2,17.9,0.457,2.8,7.6,0.371,5.4,10.3,0.521,0.536,4.6,5.3,0.871,0.8,5.3,6.1,5.1,1.5,0.4,3.1,2.8,23.8,31.0,737,10,2020-21,23.3,6.6,5.2,1.1,0.4,33.7,54.0,17.6,8.2,3.3,3.2,7.7,5.1,0.411,9.9,0.51,0.868
30,Kawhi Leonard,31,LAC,SF,52,50,33.6,8.6,16.8,0.512,2.0,4.8,0.416,6.6,11.9,0.551,0.572,4.7,5.4,0.871,1.1,5.4,6.5,3.9,1.4,0.5,1.7,1.6,23.8,0.0,576,9,2020-21,24.8,6.5,5.2,1.6,0.4,34.1,52.0,17.5,8.9,2.0,1.9,4.9,7.0,0.398,12.6,0.557,0.885
31,LaMelo Ball,21,CHO,PG,36,36,35.2,8.2,20.0,0.411,4.0,10.6,0.376,4.2,9.4,0.45,0.51,2.8,3.4,0.836,1.2,5.3,6.4,8.4,1.3,0.3,3.6,3.3,23.3,75.0,126,2,2021-22,20.1,6.7,7.6,1.6,0.4,32.3,75.0,16.7,7.2,3.3,2.9,7.5,4.2,0.389,9.2,0.462,0.872
32,Bradley Beal,29,WAS,SG,50,50,33.5,8.9,17.6,0.506,1.6,4.4,0.365,7.3,13.2,0.552,0.551,3.8,4.6,0.842,0.8,3.1,3.9,5.4,0.9,0.7,2.9,2.1,23.2,40.0,645,10,2021-22,23.2,4.7,6.6,0.9,0.4,36.0,40.0,19.3,8.7,3.4,1.6,5.3,7.1,0.3,14.0,0.508,0.833
33,Kristaps Porziņģis,27,WAS,C,65,65,32.6,7.8,15.7,0.498,2.1,5.5,0.385,5.7,10.2,0.559,0.565,5.4,6.4,0.851,1.8,6.6,8.4,2.7,0.9,1.5,2.1,3.0,23.2,51.0,337,6,2021-22,20.2,8.1,2.3,0.7,1.6,29.0,51.0,15.0,6.9,1.6,1.5,4.9,5.4,0.31,10.1,0.532,0.867
34,Jimmy Butler,33,MIA,PF,64,64,33.4,7.5,13.9,0.539,0.6,1.6,0.35,6.9,12.3,0.564,0.56,7.4,8.7,0.85,2.2,3.7,5.9,5.3,1.8,0.3,1.6,1.3,22.9,57.0,690,11,2021-22,21.4,5.9,5.5,1.6,0.5,33.9,57.0,14.5,7.0,2.1,0.5,2.0,6.5,0.233,12.5,0.52,0.87
35,Jalen Green,20,HOU,SG,76,76,34.2,7.4,17.9,0.416,2.5,7.3,0.338,5.0,10.6,0.471,0.485,4.8,6.1,0.786,0.6,3.2,3.7,3.7,0.8,0.2,2.6,1.7,22.1,67.0,67,1,2021-22,17.3,3.4,2.6,0.7,0.3,31.9,67.0,14.2,6.1,2.0,2.3,6.8,3.7,0.343,7.4,0.502,0.797
36,Keldon Johnson,23,SAS,SF,63,63,32.7,8.0,17.7,0.452,2.1,6.5,0.329,5.9,11.2,0.523,0.512,3.9,5.2,0.749,0.9,4.2,5.0,2.9,0.7,0.2,2.1,2.0,22.0,75.0,161,2,2021-22,17.0,6.1,2.1,0.8,0.2,31.9,75.0,13.5,6.3,1.2,2.1,5.3,4.2,0.398,8.2,0.51,0.756
37,Klay Thompson,32,GSW,SF,69,69,33.0,7.9,18.1,0.436,4.4,10.6,0.412,3.6,7.6,0.47,0.556,1.7,1.9,0.879,0.6,3.6,4.1,2.4,0.7,0.4,1.8,1.9,21.9,32.0,647,8,2018-19,21.5,3.8,2.4,1.1,0.6,34.0,78.0,18.0,8.4,1.5,3.1,7.7,5.3,0.402,10.3,0.516,0.816
38,Darius Garland,23,CLE,PG,69,69,35.5,7.6,16.4,0.462,2.4,6.0,0.41,5.1,10.4,0.492,0.537,4.0,4.7,0.863,0.4,2.3,2.7,7.8,1.2,0.1,2.9,2.1,21.6,68.0,181,3,2021-22,21.7,3.3,8.6,1.3,0.1,35.7,68.0,17.3,8.0,3.6,2.6,6.7,5.4,0.383,10.6,0.512,0.892
39,Bojan Bogdanović,33,DET,PF,59,59,32.1,7.3,14.9,0.488,2.5,6.0,0.411,4.8,9.0,0.539,0.57,4.5,5.1,0.884,0.6,3.2,3.8,2.6,0.6,0.1,2.3,1.9,21.6,69.0,603,8,2021-22,18.1,4.3,1.7,0.5,0.0,30.9,69.0,13.4,6.1,1.7,2.6,6.8,3.5,0.387,6.7,0.524,0.858
40,Desmond Bane,24,MEM,SG,58,58,31.7,7.8,16.2,0.479,2.9,7.0,0.408,4.9,9.2,0.534,0.568,3.1,3.5,0.883,0.7,4.3,5.0,4.4,1.0,0.4,2.2,2.6,21.5,76.0,144,2,2021-22,18.2,4.4,2.7,1.2,0.4,29.8,76.0,14.5,6.7,1.5,3.0,6.9,3.7,0.436,7.6,0.484,0.903
41,Kyle Kuzma,27,WAS,PF,64,64,35.0,8.0,17.8,0.448,2.5,7.5,0.333,5.5,10.3,0.533,0.518,2.7,3.7,0.73,0.9,6.4,7.2,3.7,0.6,0.5,3.0,2.3,21.2,66.0,342,5,2021-22,17.1,8.5,3.5,0.6,0.9,33.4,66.0,14.2,6.4,2.6,1.9,5.7,4.5,0.341,8.5,0.526,0.712
42,Terry Rozier,28,CHO,SG,63,63,35.3,7.8,18.9,0.415,2.6,8.0,0.327,5.2,10.8,0.48,0.484,2.8,3.5,0.809,0.8,3.3,4.1,5.1,1.2,0.3,2.1,1.9,21.1,73.0,477,7,2021-22,19.3,4.3,4.5,1.3,0.3,33.7,73.0,16.0,7.1,1.3,3.0,8.1,4.1,0.374,7.9,0.516,0.852
43,Anfernee Simons,23,POR,SG,62,62,35.0,7.5,16.9,0.447,3.4,9.1,0.377,4.1,7.8,0.528,0.548,2.6,2.9,0.894,0.3,2.3,2.6,4.1,0.7,0.2,2.1,2.3,21.1,57.0,211,3,2021-22,17.3,2.6,3.9,0.5,0.1,29.5,57.0,14.0,6.2,2.0,3.1,7.8,3.1,0.405,6.2,0.49,0.888
44,James Harden,33,PHI,PG,58,58,36.8,6.4,14.5,0.441,2.8,7.2,0.385,3.6,7.3,0.495,0.536,5.4,6.2,0.867,0.7,5.4,6.1,10.7,1.2,0.5,3.4,1.9,21.0,65.0,942,13,2021-22,22.0,7.7,10.3,1.3,0.6,37.2,65.0,15.3,6.3,4.4,2.3,6.9,4.0,0.33,8.4,0.476,0.877
45,CJ McCollum,31,NOP,PG,75,75,35.3,7.8,17.9,0.437,2.8,7.2,0.389,5.0,10.7,0.469,0.515,2.4,3.2,0.769,0.7,3.6,4.4,5.7,0.9,0.5,2.4,2.0,20.9,62.0,590,9,2021-22,22.1,4.3,5.1,1.1,0.4,34.6,62.0,18.8,8.6,2.0,2.9,7.6,5.7,0.388,11.2,0.509,0.682
46,Karl-Anthony Towns,27,MIN,PF,29,29,33.0,7.3,14.8,0.495,2.1,5.7,0.366,5.2,9.1,0.576,0.565,4.1,4.7,0.874,1.7,6.5,8.1,4.8,0.7,0.6,3.0,3.8,20.8,74.0,482,6,2021-22,24.6,9.8,3.6,1.0,1.1,33.5,74.0,16.4,8.7,3.1,2.0,4.9,6.6,0.41,11.5,0.58,0.822
47,Jordan Clarkson,30,UTA,SG,61,61,32.6,7.5,16.9,0.444,2.5,7.5,0.338,5.0,9.4,0.53,0.519,3.3,4.0,0.816,1.2,2.9,4.0,4.4,0.5,0.2,3.0,2.0,20.8,79.0,600,8,2021-22,16.0,3.5,2.5,0.8,0.2,27.1,79.0,14.1,5.9,1.6,2.4,7.6,3.5,0.318,6.5,0.535,0.828
48,Tyrese Haliburton,22,IND,PG,56,56,33.6,7.4,15.0,0.49,2.9,7.2,0.4,4.5,7.8,0.572,0.586,3.1,3.6,0.871,0.6,3.1,3.7,10.4,1.6,0.4,2.5,1.2,20.7,77.0,135,2,2021-22,15.3,4.0,8.2,1.7,0.6,35.0,77.0,11.8,5.6,2.6,2.1,5.1,3.5,0.414,6.8,0.517,0.842
49,Dejounte Murray,26,ATL,SG,74,74,36.4,8.3,17.8,0.464,1.8,5.2,0.344,6.5,12.6,0.514,0.514,2.1,2.6,0.832,0.7,4.5,5.3,6.1,1.5,0.3,2.2,1.4,20.5,68.0,320,5,2021-22,21.1,8.3,9.2,2.0,0.3,34.8,68.0,18.3,8.4,2.6,1.4,4.3,7.0,0.327,13.9,0.504,0.794
50,Jerami Grant,28,POR,PF,63,63,35.7,6.9,14.5,0.475,2.3,5.7,0.401,4.6,8.8,0.523,0.554,4.4,5.4,0.813,0.8,3.7,4.5,2.4,0.8,0.8,1.8,2.4,20.5,47.0,555,8,2021-22,19.2,4.1,2.4,0.9,1.0,31.9,47.0,14.9,6.3,1.8,1.9,5.4,4.4,0.358,9.5,0.465,0.838
51,Jordan Poole,23,GSW,PG,82,43,30.0,6.7,15.6,0.43,2.6,7.8,0.336,4.1,7.8,0.524,0.514,4.4,5.1,0.87,0.4,2.4,2.7,4.5,0.8,0.3,3.1,2.6,20.4,76.0,184,3,2021-22,18.5,3.4,4.0,0.8,0.3,30.0,76.0,13.9,6.2,2.5,2.8,7.6,3.5,0.364,6.3,0.55,0.925
52,Bam Adebayo,25,MIA,C,75,75,34.6,8.0,14.9,0.54,0.0,0.2,0.083,8.0,14.7,0.545,0.541,4.3,5.4,0.806,2.5,6.7,9.2,3.2,1.2,0.8,2.5,2.8,20.4,56.0,343,5,2021-22,19.1,10.1,3.4,1.4,0.8,32.6,56.0,13.0,7.3,2.6,0.0,0.1,7.3,0.0,12.9,0.562,0.753
53,Kelly Oubre Jr.,27,CHO,SF,48,40,32.3,7.4,17.1,0.431,2.3,7.1,0.319,5.1,10.0,0.51,0.497,3.3,4.3,0.76,1.4,3.8,5.2,1.1,1.4,0.4,1.3,2.9,20.3,76.0,479,7,2021-22,15.0,4.0,1.1,1.0,0.4,26.3,76.0,12.3,5.4,0.9,2.5,7.3,2.9,0.345,5.0,0.578,0.667
54,Tyrese Maxey,22,PHI,SG,60,41,33.6,7.3,15.2,0.481,2.7,6.2,0.434,4.7,9.1,0.513,0.568,3.0,3.6,0.845,0.4,2.6,2.9,3.5,0.8,0.1,1.3,2.2,20.3,75.0,136,2,2021-22,17.5,3.2,4.3,0.7,0.4,35.3,75.0,13.3,6.4,1.2,1.8,4.1,4.7,0.427,9.1,0.512,0.866
55,Tyler Herro,23,MIA,SG,67,67,34.9,7.3,16.6,0.439,3.0,8.0,0.378,4.2,8.5,0.497,0.531,2.5,2.7,0.934,0.4,5.0,5.4,4.2,0.8,0.2,2.4,1.5,20.1,66.0,175,3,2021-22,20.7,5.0,4.0,0.7,0.1,32.6,66.0,17.0,7.6,2.6,2.7,6.7,4.9,0.399,10.3,0.477,0.868
56,Jamal Murray,25,DEN,PG,65,65,32.8,7.3,16.0,0.454,2.6,6.6,0.398,4.6,9.4,0.494,0.537,2.8,3.3,0.833,0.7,3.2,4.0,6.2,1.0,0.2,2.2,1.6,20.0,0.0,345,5,2020-21,21.2,4.0,4.8,1.3,0.3,35.5,48.0,16.5,7.9,2.3,2.7,6.6,5.2,0.408,9.9,0.523,0.869
57,Paolo Banchero,20,ORL,PF,72,72,33.8,6.7,15.6,0.427,1.2,4.0,0.298,5.5,11.6,0.471,0.465,5.5,7.4,0.738,1.2,5.7,6.9,3.7,0.8,0.5,2.8,2.2,20.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Louis King,23,PHI,PF,1,0,29.0,8.0,13.0,0.615,4.0,8.0,0.5,4.0,5.0,0.8,0.769,0.0,1.0,0.0,2.0,2.0,4.0,2.0,1.0,0.0,2.0,4.0,20.0,10.0,26,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Cade Cunningham,21,DET,PG,12,12,33.3,7.8,18.7,0.415,1.4,5.1,0.279,6.3,13.6,0.466,0.453,3.0,3.6,0.837,1.0,5.2,6.2,6.0,0.8,0.6,3.3,2.8,19.9,64.0,64,1,2021-22,17.4,5.5,5.6,1.2,0.7,32.6,64.0,16.1,6.7,3.7,1.8,5.7,4.9,0.314,10.4,0.472,0.845
60,RJ Barrett,22,NYK,SG,73,73,33.9,7.0,16.1,0.434,1.7,5.3,0.31,5.3,10.8,0.495,0.485,4.0,5.4,0.74,0.8,4.2,5.0,2.8,0.4,0.2,2.2,2.5,19.6,70.0,198,3,2021-22,20.0,5.8,3.0,0.6,0.2,34.5,70.0,17.1,7.0,2.2,2.0,5.8,5.0,0.342,11.3,0.442,0.714
61,Jrue Holiday,32,MIL,PG,67,65,32.6,7.3,15.3,0.479,2.4,6.1,0.384,5.0,9.1,0.542,0.556,2.3,2.6,0.859,1.2,3.9,5.1,7.4,1.2,0.4,2.9,1.7,19.3,67.0,839,12,2021-22,18.3,4.5,6.8,1.6,0.4,32.9,67.0,14.2,7.1,2.7,2.0,4.8,5.2,0.411,9.4,0.547,0.761
62,Fred VanVleet,28,TOR,PG,69,69,36.7,6.3,16.1,0.393,3.0,8.8,0.342,3.3,7.3,0.455,0.486,3.7,4.1,0.898,0.4,3.6,4.1,7.2,1.8,0.6,2.0,2.8,19.3,65.0,348,6,2021-22,20.3,4.4,6.7,1.7,0.5,37.9,65.0,16.9,6.8,2.6,3.7,9.9,3.1,0.377,7.0,0.44,0.874
63,Kevin Porter Jr.,22,HOU,PG,59,59,34.3,6.6,15.0,0.442,2.4,6.5,0.366,4.2,8.5,0.501,0.522,3.5,4.5,0.784,1.3,4.0,5.3,5.7,1.4,0.3,3.2,2.6,19.2,61.0,137,2,2021-22,15.6,4.4,6.2,1.1,0.4,31.3,61.0,13.2,5.5,3.1,2.5,6.8,3.0,0.375,6.5,0.456,0.642
