Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_prev,G_prev_total,Seasons Played,Previous Season,PS_PTS,PS_TRB,PS_AST,PS_STL,PS_BLK,PS_MP,PS_G,PS_FGA,PS_FG,PS_TOV,PS_3P,PS_3PA,PS_2P,PS_3P%,PS_2PA,PS_2P%,PS_FT%,Best Season
338,Tayshaun Prince,SF,26,DET,82,82,36.6,5.6,12.2,0.46,1.0,2.6,0.386,4.6,9.6,0.48,0.501,2.1,2.7,0.768,1.8,3.5,5.2,2.8,0.6,0.7,1.2,1.4,14.3,82.0,288,4,2005-06,14.1,4.2,2.3,0.8,0.5,35.3,82.0,12.2,5.5,1.1,0.8,2.2,4.8,0.35,10.0,0.479,0.765,2004-05
339,Joel Przybilla,C,27,POR,43,43,16.3,0.9,1.8,0.474,0.0,0.0,,0.9,1.8,0.474,0.474,0.2,0.6,0.37,1.4,2.5,3.9,0.3,0.2,1.6,0.9,2.9,2.0,56.0,252,3,2005-06,6.1,7.0,0.8,0.4,2.3,24.9,56.0,4.3,2.3,1.4,0.0,0.0,2.3,,4.3,0.548,0.532,2004-05
340,Chris Quinn,PG,23,MIA,42,1,9.7,1.1,3.1,0.366,0.5,1.4,0.351,0.7,1.8,0.378,0.443,0.6,0.9,0.676,0.1,0.6,0.7,1.5,0.4,0.0,0.5,0.8,3.4,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
341,Vladimir Radmanović,PF,26,LAL,55,15,17.9,2.4,5.7,0.424,0.7,2.1,0.339,1.7,3.6,0.475,0.487,1.0,1.3,0.726,1.0,2.3,3.3,1.2,0.5,0.3,1.3,2.3,6.6,77.0,350,5,2005-06,9.8,4.6,1.8,0.8,0.4,25.6,77.0,8.4,3.4,1.2,1.8,4.6,1.6,0.39,3.8,0.429,0.816,2003-04
342,Shavlik Randolph,PF,23,PHI,13,6,13.8,1.8,3.7,0.479,0.0,0.0,,1.8,3.7,0.479,0.479,0.9,1.7,0.545,1.5,2.7,4.2,0.3,0.5,0.8,0.7,1.8,4.5,57.0,57,1,2005-06,2.3,2.3,0.3,0.3,0.2,8.5,57.0,1.7,0.8,0.4,0.0,0.0,0.8,,1.7,0.454,0.606,2005-06
343,Zach Randolph,PF,25,POR,68,67,35.7,8.8,18.9,0.467,0.2,0.7,0.292,8.6,18.2,0.473,0.472,5.8,7.1,0.819,2.9,7.2,10.1,2.2,0.8,0.2,3.2,2.7,23.6,74.0,319,5,2005-06,18.0,8.0,1.9,0.8,0.2,34.4,74.0,16.6,7.2,2.2,0.2,0.7,7.0,0.291,15.9,0.443,0.714,2003-04
344,Theo Ratliff,C,33,BOS,2,2,22.0,0.5,1.5,0.333,0.0,0.0,,0.5,1.5,0.333,0.333,1.5,2.0,0.75,1.0,2.5,3.5,0.0,0.5,1.5,0.5,3.0,2.5,55.0,287,4,2005-06,4.9,5.1,0.5,0.3,1.6,23.7,55.0,3.4,2.0,0.9,0.0,0.0,2.0,,3.4,0.571,0.651,2002-03
345,Allan Ray,SG,22,BOS,47,5,15.1,2.1,5.5,0.386,1.0,2.5,0.414,1.1,3.0,0.364,0.479,0.9,1.2,0.764,0.4,1.1,1.5,0.9,0.4,0.1,0.9,1.8,6.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
346,Michael Redd,SF,27,MIL,53,53,38.4,9.0,19.3,0.465,2.2,5.8,0.382,6.8,13.6,0.501,0.522,6.5,7.8,0.829,0.8,2.9,3.7,2.3,1.2,0.2,2.3,1.5,26.7,80.0,386,5,2005-06,25.4,4.3,2.9,1.2,0.1,39.1,80.0,19.0,8.5,2.1,2.0,5.2,6.5,0.395,13.8,0.471,0.877,2005-06
347,J.J. Redick,PG,22,ORL,42,0,14.8,1.9,4.6,0.41,0.9,2.3,0.388,1.0,2.3,0.433,0.508,1.3,1.4,0.9,0.2,1.0,1.2,0.9,0.3,0.0,0.5,1.2,6.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
348,Justin Reed,PF,25,MIN,41,3,7.8,1.0,2.6,0.374,0.0,0.0,,1.0,2.6,0.374,0.374,0.6,0.7,0.867,0.4,0.8,1.1,0.4,0.1,0.1,0.5,1.1,2.6,72.0,95,1,2005-06,4.5,1.7,0.6,0.3,0.2,13.8,72.0,4.1,1.7,0.7,0.0,0.0,1.7,0.0,4.1,0.405,0.725,2005-06
349,Jared Reiner,C,24,MIL,27,2,9.0,0.6,1.6,0.349,0.0,0.0,,0.6,1.6,0.349,0.349,0.1,0.4,0.3,0.8,1.9,2.6,0.5,0.2,0.2,0.5,1.7,1.2,0.0,19,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
350,Jason Richardson,SG,26,GSW,51,49,32.8,6.0,14.4,0.417,2.2,5.9,0.365,3.8,8.5,0.453,0.492,1.8,2.7,0.657,1.4,3.7,5.1,3.4,1.1,0.6,1.6,2.5,16.0,75.0,387,5,2005-06,23.2,5.8,3.1,1.3,0.5,38.4,75.0,19.2,8.5,2.2,2.4,6.4,6.1,0.384,12.8,0.477,0.673,2005-06
351,Jeremy Richardson,SG-SF,22,TOT,6,0,3.3,0.5,1.0,0.5,0.3,0.5,0.667,0.2,0.5,0.333,0.667,0.0,0.0,,0.2,0.2,0.3,0.0,0.2,0.0,0.2,0.3,1.3,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
351,Jeremy Richardson,SG,22,ATL,5,0,3.8,0.6,1.2,0.5,0.4,0.6,0.667,0.2,0.6,0.333,0.667,0.0,0.0,,0.2,0.2,0.4,0.0,0.2,0.0,0.2,0.4,1.6,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
351,Jeremy Richardson,SF,22,POR,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
352,Quentin Richardson,SF,26,NYK,49,47,33.1,4.7,11.1,0.418,2.0,5.3,0.376,2.7,5.9,0.456,0.507,1.7,2.4,0.692,1.3,5.9,7.2,2.2,0.7,0.1,1.4,2.7,13.0,55.0,339,5,2005-06,8.2,4.2,1.6,0.7,0.1,26.2,55.0,8.3,3.0,1.0,1.2,3.4,1.8,0.34,4.9,0.365,0.67,2003-04
353,Luke Ridnour,PG,25,SEA,71,58,29.5,4.2,9.8,0.433,0.7,2.0,0.353,3.5,7.8,0.453,0.468,1.8,2.2,0.805,0.4,1.9,2.3,5.2,1.2,0.3,2.2,2.5,11.0,79.0,230,3,2005-06,11.5,3.0,7.0,1.6,0.3,33.2,79.0,10.1,4.2,2.1,0.5,1.9,3.7,0.289,8.2,0.448,0.877,2005-06
354,Anthony Roberson,PG,23,GSW,20,1,11.4,2.2,5.2,0.423,1.1,2.8,0.382,1.2,2.5,0.469,0.524,0.1,0.2,0.667,0.1,1.0,1.1,0.5,0.6,0.0,0.7,1.4,5.6,16.0,16,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
355,Lawrence Roberts,PF,24,MEM,54,18,17.9,1.7,3.9,0.452,0.0,0.0,0.0,1.7,3.8,0.456,0.452,1.8,2.4,0.725,1.9,3.0,4.8,0.6,0.7,0.2,0.7,2.5,5.2,33.0,33,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
356,Bernard Robinson,SG-SF,26,TOT,31,0,9.0,0.6,2.0,0.306,0.0,0.1,0.0,0.6,1.9,0.317,0.306,0.7,0.9,0.852,0.3,1.2,1.5,0.6,0.5,0.1,0.5,1.0,2.0,66.0,97,1,2005-06,6.4,3.3,1.2,1.2,0.2,19.7,66.0,5.5,2.4,1.1,0.0,0.3,2.3,0.095,5.2,0.451,0.791,2005-06
356,Bernard Robinson,SG,26,CHA,21,0,11.5,0.8,2.6,0.296,0.0,0.1,0.0,0.8,2.5,0.308,0.296,0.9,1.0,0.864,0.4,1.6,2.0,0.8,0.6,0.0,0.8,1.3,2.4,66.0,97,1,2005-06,6.4,3.3,1.2,1.2,0.2,19.7,66.0,5.5,2.4,1.1,0.0,0.3,2.3,0.095,5.2,0.451,0.791,2005-06
356,Bernard Robinson,SF,26,NJN,10,0,3.7,0.3,0.8,0.375,0.0,0.0,,0.3,0.8,0.375,0.375,0.4,0.5,0.8,0.1,0.5,0.6,0.2,0.4,0.1,0.0,0.4,1.0,66.0,97,1,2005-06,6.4,3.3,1.2,1.2,0.2,19.7,66.0,5.5,2.4,1.1,0.0,0.3,2.3,0.095,5.2,0.451,0.791,2005-06
357,Clifford Robinson,C,40,NJN,50,1,19.1,1.6,4.4,0.372,0.5,1.3,0.379,1.1,3.0,0.368,0.429,0.3,0.7,0.444,0.6,1.8,2.4,1.0,0.2,0.5,0.6,2.0,4.1,80.0,394,5,2005-06,6.9,3.3,1.1,0.6,0.5,23.3,80.0,6.4,2.7,0.8,0.8,2.2,2.0,0.343,4.2,0.47,0.658,2001-02
358,Nate Robinson,PG,22,NYK,64,5,21.2,3.5,8.2,0.434,1.3,3.3,0.39,2.3,4.8,0.465,0.513,1.7,2.2,0.777,0.9,1.5,2.4,1.4,0.8,0.1,1.1,2.5,10.1,72.0,72,1,2005-06,9.3,2.3,2.0,0.8,0.0,21.4,72.0,7.8,3.2,1.6,0.8,2.0,2.4,0.397,5.8,0.411,0.752,2005-06
359,Sergio Rodríguez,PG,20,POR,67,1,12.9,1.5,3.6,0.423,0.4,1.3,0.282,1.1,2.3,0.5,0.473,0.3,0.4,0.808,0.3,1.1,1.4,3.3,0.5,0.0,1.1,1.1,3.7,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
360,Rajon Rondo,PG,20,BOS,78,25,23.5,2.4,5.8,0.418,0.1,0.4,0.207,2.3,5.4,0.432,0.424,1.5,2.4,0.647,0.9,2.8,3.7,3.8,1.6,0.1,1.8,2.3,6.4,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
361,Jalen Rose,SF,34,PHO,29,0,8.5,1.3,3.0,0.442,0.7,1.6,0.447,0.6,1.3,0.436,0.564,0.4,0.4,0.917,0.1,0.7,0.8,0.6,0.2,0.1,0.3,0.8,3.7,72.0,384,5,2005-06,12.3,2.9,2.5,0.4,0.2,27.5,72.0,9.5,4.0,1.6,0.8,2.4,3.2,0.343,7.1,0.45,0.78,2002-03
362,Malik Rose,PF,32,NYK,65,2,12.5,1.1,2.9,0.398,0.0,0.1,0.25,1.1,2.7,0.404,0.403,0.6,0.8,0.808,0.7,2.0,2.7,1.0,0.4,0.1,1.0,1.8,3.0,72.0,376,5,2005-06,4.4,3.6,0.9,0.6,0.2,15.5,72.0,3.9,1.5,1.1,0.0,0.0,1.4,1.0,3.9,0.371,0.781,2002-03
363,Quinton Ross,SG,25,LAC,81,43,21.0,2.2,4.7,0.467,0.0,0.1,0.2,2.2,4.6,0.474,0.47,0.8,1.1,0.782,0.7,1.6,2.3,1.1,0.9,0.4,0.4,2.2,5.2,67.0,145,2,2005-06,4.7,2.5,1.2,0.8,0.2,22.6,67.0,4.6,1.9,0.7,0.0,0.1,1.9,0.0,4.5,0.432,0.76,2004-05
364,Brandon Roy,SG,22,POR,57,55,35.4,6.1,13.4,0.456,1.0,2.6,0.377,5.2,10.9,0.475,0.492,3.5,4.2,0.838,1.0,3.4,4.4,4.0,1.2,0.2,2.0,2.4,16.8,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
365,Michael Ruffin,PF,30,WAS,30,0,9.0,0.2,0.6,0.278,0.0,0.0,,0.2,0.6,0.278,0.278,0.2,0.6,0.368,1.2,0.9,2.1,0.2,0.2,0.3,0.4,1.4,0.6,76.0,211,3,2005-06,1.4,3.6,0.4,0.4,0.4,13.3,76.0,1.0,0.4,0.5,0.0,0.0,0.4,0.0,1.0,0.453,0.5,2003-04
366,John Salmons,SG,27,SAC,79,19,27.0,3.0,6.5,0.456,0.5,1.4,0.357,2.5,5.1,0.484,0.495,2.0,2.6,0.779,0.6,2.7,3.3,3.2,0.9,0.3,1.5,2.2,8.5,82.0,281,4,2005-06,7.5,2.7,2.7,0.9,0.2,25.1,82.0,6.4,2.7,1.5,0.3,1.1,2.4,0.299,5.3,0.445,0.775,2005-06
367,Jamal Sampson,C,23,DEN,22,3,5.7,0.4,0.6,0.643,0.0,0.0,0.0,0.4,0.6,0.692,0.643,0.3,0.6,0.429,0.7,1.5,2.2,0.2,0.1,0.3,0.5,0.8,1.1,12.0,50,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
368,Brian Scalabrine,PF,28,BOS,54,17,19.0,1.4,3.5,0.403,0.8,2.0,0.4,0.6,1.5,0.407,0.518,0.3,0.4,0.783,0.4,1.5,1.9,1.1,0.4,0.3,0.8,2.4,4.0,71.0,281,4,2005-06,2.9,1.6,0.7,0.3,0.3,13.2,71.0,2.7,1.0,0.7,0.4,1.2,0.6,0.356,1.5,0.406,0.722,2004-05
369,Luke Schenscher,C,24,POR,11,0,10.7,0.6,2.1,0.304,0.0,0.0,,0.6,2.1,0.304,0.304,0.5,0.6,0.714,0.9,1.4,2.3,0.1,0.2,0.4,0.4,2.3,1.7,20.0,20,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
370,Thabo Sefolosha,SG,22,CHI,71,4,12.2,1.5,3.6,0.426,0.2,0.6,0.357,1.3,3.0,0.439,0.455,0.3,0.6,0.511,0.5,1.7,2.2,0.8,0.5,0.2,0.8,1.4,3.6,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
371,Mouhamed Sene,C,20,SEA,28,3,6.0,0.6,1.8,0.367,0.0,0.0,,0.6,1.8,0.367,0.367,0.6,1.0,0.586,0.6,1.0,1.6,0.0,0.1,0.4,0.4,1.2,1.9,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
372,Wayne Simien,PF,23,MIA,8,0,11.6,1.1,2.9,0.391,0.0,0.0,,1.1,2.9,0.391,0.391,0.6,0.9,0.714,0.6,0.8,1.4,0.5,0.3,0.0,0.4,1.6,2.9,43.0,43,1,2005-06,3.4,2.0,0.2,0.3,0.0,9.6,43.0,2.8,1.3,0.6,0.0,0.0,1.3,,2.8,0.483,0.882,2005-06
373,Cedric Simmons,PF,21,NOK,43,4,12.4,1.3,3.1,0.417,0.0,0.0,,1.3,3.1,0.417,0.417,0.4,0.8,0.485,1.0,1.5,2.5,0.3,0.2,0.5,0.5,1.7,2.9,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
374,James Singleton,PF,25,LAC,53,0,7.1,0.6,1.5,0.366,0.1,0.3,0.214,0.5,1.3,0.397,0.384,0.4,0.5,0.759,0.7,1.3,2.0,0.3,0.3,0.3,0.3,0.8,1.6,59.0,59,1,2005-06,3.4,3.3,0.5,0.3,0.4,12.8,59.0,2.6,1.3,0.5,0.2,0.3,1.1,0.5,2.2,0.511,0.78,2005-06
375,Brian Skinner,PF,30,MIL,67,44,22.7,1.9,3.8,0.49,0.0,0.0,,1.9,3.8,0.49,0.49,0.7,1.2,0.582,1.6,4.2,5.7,0.9,0.3,1.0,1.1,2.9,4.4,65.0,312,5,2005-06,2.9,3.5,0.5,0.4,0.7,14.5,65.0,2.5,1.3,0.7,0.0,0.0,1.3,,2.5,0.513,0.482,2003-04
376,Uroš Slokar,C,23,TOR,20,0,3.6,0.7,1.3,0.538,0.1,0.1,0.5,0.7,1.2,0.542,0.558,0.5,0.7,0.692,0.4,0.4,0.7,0.1,0.1,0.1,0.5,0.6,1.9,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
377,Craig Smith,PF,23,MIN,82,5,18.7,3.0,5.6,0.531,0.0,0.1,0.0,3.0,5.6,0.538,0.531,1.4,2.3,0.624,1.8,3.3,5.1,0.6,0.6,0.2,0.9,2.7,7.4,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
378,J.R. Smith,SG,21,DEN,63,24,23.3,4.5,10.2,0.441,2.4,6.1,0.39,2.1,4.2,0.515,0.557,1.6,2.0,0.81,0.5,1.8,2.3,1.4,0.8,0.1,1.3,2.3,13.0,55.0,131,2,2005-06,7.7,2.0,1.1,0.7,0.1,18.0,55.0,6.7,2.6,1.0,0.9,2.5,1.7,0.371,4.1,0.407,0.822,2004-05
379,Joe Smith,PF,31,TOT,65,11,23.1,3.3,7.3,0.449,0.0,0.1,0.0,3.3,7.3,0.453,0.449,1.9,2.3,0.845,1.8,4.3,6.2,0.8,0.6,0.4,1.2,2.3,8.5,44.0,320,5,2005-06,8.6,5.2,0.7,0.5,0.3,20.2,44.0,6.9,3.3,0.9,0.0,0.0,3.3,0.0,6.9,0.479,0.774,2004-05
379,Joe Smith,PF,31,DEN,11,0,13.5,2.1,4.4,0.479,0.0,0.1,0.0,2.1,4.3,0.489,0.479,0.9,1.1,0.833,1.2,2.5,3.6,0.3,0.5,0.6,1.2,2.1,5.1,44.0,320,5,2005-06,8.6,5.2,0.7,0.5,0.3,20.2,44.0,6.9,3.3,0.9,0.0,0.0,3.3,0.0,6.9,0.479,0.774,2004-05
379,Joe Smith,PF,31,PHI,54,11,25.1,3.5,7.9,0.445,0.0,0.1,0.0,3.5,7.9,0.449,0.445,2.1,2.5,0.846,2.0,4.7,6.7,0.9,0.6,0.4,1.2,2.3,9.2,44.0,320,5,2005-06,8.6,5.2,0.7,0.5,0.3,20.2,44.0,6.9,3.3,0.9,0.0,0.0,3.3,0.0,6.9,0.479,0.774,2004-05
380,Josh Smith,SF,21,ATL,72,72,36.8,6.1,13.8,0.439,0.5,2.1,0.25,5.5,11.7,0.473,0.458,3.7,5.4,0.693,2.3,6.3,8.6,3.3,1.4,2.9,3.2,3.3,16.4,80.0,154,2,2005-06,11.3,6.6,2.4,0.8,2.6,32.0,80.0,9.7,4.1,2.0,0.4,1.4,3.7,0.309,8.3,0.444,0.719,2005-06
381,Steven Smith,PF,23,PHI,8,0,3.5,0.3,1.0,0.25,0.0,0.0,,0.3,1.0,0.25,0.25,0.1,0.3,0.5,0.1,0.6,0.8,0.0,0.1,0.0,0.3,0.5,0.6,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
382,Eric Snow,PG,33,CLE,82,45,23.5,1.6,4.0,0.417,0.0,0.0,0.0,1.6,3.9,0.422,0.417,0.9,1.4,0.637,0.4,1.9,2.3,4.0,0.7,0.2,1.4,2.3,4.2,82.0,388,5,2005-06,4.8,2.4,4.2,0.9,0.2,28.7,82.0,4.9,2.0,1.4,0.0,0.1,2.0,0.1,4.7,0.416,0.688,2002-03
383,Kirk Snyder,SF,23,HOU,39,1,14.4,1.7,3.7,0.452,0.3,1.1,0.25,1.4,2.6,0.539,0.49,1.3,1.9,0.653,0.4,1.7,2.1,1.0,0.3,0.3,0.7,1.3,4.9,68.0,136,2,2005-06,8.0,2.4,1.5,0.4,0.3,19.3,68.0,6.7,3.0,1.0,0.7,1.9,2.3,0.357,4.8,0.491,0.735,2005-06
384,Darius Songaila,PF,28,WAS,37,1,18.9,3.2,6.1,0.524,0.0,0.1,0.0,3.2,6.0,0.529,0.524,1.2,1.5,0.852,1.2,2.4,3.6,1.0,0.5,0.3,1.2,2.8,7.6,62.0,216,3,2005-06,9.2,4.0,1.4,0.6,0.3,21.4,62.0,7.9,3.8,1.4,0.0,0.1,3.8,0.4,7.8,0.481,0.817,2005-06
385,Pape Sow,C,25,TOR,7,0,4.9,0.4,1.3,0.333,0.0,0.0,,0.4,1.3,0.333,0.333,0.6,0.9,0.667,0.9,0.7,1.6,0.3,0.1,0.1,0.1,0.3,1.4,42.0,69,1,2005-06,3.5,3.5,0.2,0.5,0.5,14.0,42.0,2.9,1.3,0.7,0.0,0.0,1.3,,2.9,0.431,0.719,2005-06
386,Vassilis Spanoulis,SG,24,HOU,31,0,8.8,0.7,2.3,0.319,0.2,0.9,0.172,0.6,1.4,0.419,0.354,1.1,1.4,0.81,0.2,0.5,0.7,0.9,0.2,0.0,0.9,1.1,2.7,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
387,Jerry Stackhouse,SF,32,DAL,67,8,24.1,4.2,9.8,0.428,0.9,2.4,0.383,3.3,7.3,0.443,0.476,2.7,3.2,0.847,0.6,1.6,2.2,2.8,0.8,0.1,1.7,1.2,12.0,55.0,283,4,2005-06,13.0,2.8,2.9,0.7,0.2,27.7,55.0,11.0,4.4,2.2,0.7,2.4,3.7,0.277,8.6,0.436,0.882,2002-03
388,DeShawn Stevenson,SG,25,WAS,82,82,29.5,4.2,9.2,0.461,0.9,2.2,0.404,3.3,7.0,0.479,0.51,1.9,2.6,0.704,0.7,2.0,2.6,2.7,0.8,0.2,1.5,1.9,11.2,82.0,345,5,2005-06,11.0,2.9,2.0,0.7,0.2,32.3,82.0,9.5,4.4,1.5,0.0,0.2,4.4,0.133,9.3,0.466,0.744,2003-04
389,Peja Stojaković,SF,29,NOK,13,13,32.7,6.4,15.1,0.423,2.6,6.5,0.405,3.8,8.6,0.438,0.51,2.4,2.9,0.816,0.8,3.3,4.2,0.8,0.6,0.3,1.5,2.2,17.8,71.0,361,5,2005-06,18.2,5.8,1.9,0.6,0.1,36.6,71.0,14.3,6.3,1.5,2.3,5.7,4.0,0.401,8.6,0.461,0.915,2003-04
390,Damon Stoudamire,PG,33,MEM,62,51,24.2,2.8,7.0,0.391,1.0,2.8,0.337,1.8,4.2,0.427,0.459,1.1,1.3,0.795,0.5,1.7,2.2,4.8,0.8,0.0,1.6,1.5,7.5,27.0,324,4,2004-05,15.8,3.8,5.7,1.1,0.0,34.1,81.0,14.4,5.6,2.0,2.2,6.0,3.4,0.369,8.3,0.409,0.915,2004-05
391,Salim Stoudamire,SG,24,ATL,61,0,17.0,2.9,7.0,0.416,0.9,2.5,0.361,2.0,4.4,0.448,0.482,1.0,1.1,0.897,0.1,1.1,1.2,1.0,0.3,0.0,0.9,1.4,7.7,61.0,61,1,2005-06,9.7,1.9,1.2,0.4,0.0,20.3,61.0,8.1,3.3,1.3,1.3,3.5,2.0,0.38,4.5,0.442,0.9,2005-06
392,Amar'e Stoudemire,C,24,PHO,82,78,32.8,7.4,12.9,0.575,0.0,0.0,0.0,7.4,12.8,0.577,0.575,5.6,7.1,0.781,2.7,6.9,9.6,1.0,1.0,1.3,2.8,3.6,20.4,3.0,220,3,2004-05,26.0,8.9,1.6,1.0,1.6,36.1,80.0,16.7,9.3,2.4,0.0,0.2,9.3,0.188,16.5,0.564,0.733,2004-05
393,Mike Sweetney,C,24,CHI,48,0,8.0,1.2,2.8,0.433,0.0,0.0,,1.2,2.8,0.433,0.433,0.8,1.4,0.561,0.9,1.6,2.5,0.6,0.2,0.2,0.9,1.6,3.2,66.0,185,3,2005-06,8.1,5.3,0.9,0.3,0.8,18.5,66.0,6.7,3.0,1.4,0.0,0.0,3.0,,6.7,0.45,0.652,2004-05
394,Stromile Swift,C,27,MEM,54,18,19.1,3.0,6.4,0.465,0.0,0.1,0.0,3.0,6.3,0.472,0.465,1.8,2.5,0.724,1.6,3.1,4.6,0.3,0.6,1.1,1.3,2.7,7.8,66.0,338,5,2005-06,8.9,4.4,0.4,0.6,0.8,20.4,66.0,6.9,3.4,1.4,0.0,0.0,3.4,0.0,6.9,0.493,0.651,2001-02
395,Wally Szczerbiak,SF,29,BOS,32,19,28.1,5.0,12.1,0.415,1.4,3.3,0.415,3.7,8.8,0.415,0.472,3.5,3.9,0.897,0.5,2.6,3.1,1.7,0.6,0.1,1.7,2.0,15.0,72.0,315,4,2005-06,19.0,4.3,3.0,0.6,0.3,37.9,72.0,14.1,6.8,1.9,1.4,3.5,5.4,0.4,10.5,0.517,0.897,2005-06
396,Donell Taylor,SG,24,WAS,47,1,7.9,1.2,3.0,0.4,0.1,0.4,0.176,1.1,2.6,0.431,0.411,0.2,0.4,0.524,0.3,0.8,1.1,1.0,0.4,0.1,0.5,0.7,2.7,51.0,51,1,2005-06,2.7,1.0,0.9,0.6,0.1,9.1,51.0,2.7,1.0,0.7,0.1,0.3,1.0,0.235,2.3,0.412,0.698,2005-06
397,Maurice Taylor,PF,30,SAC,12,2,8.6,0.7,2.3,0.286,0.0,0.0,,0.7,2.3,0.286,0.286,0.7,1.1,0.615,0.8,1.5,2.3,0.4,0.3,0.1,0.5,1.3,2.0,67.0,274,4,2005-06,6.3,3.4,0.8,0.3,0.2,18.1,67.0,5.8,2.7,1.5,0.0,0.0,2.7,0.0,5.8,0.469,0.699,2003-04
398,Sebastian Telfair,PG,21,BOS,78,30,20.2,2.3,6.1,0.371,0.5,1.6,0.289,1.8,4.4,0.402,0.41,1.2,1.4,0.818,0.2,1.2,1.4,2.8,0.6,0.1,1.3,2.1,6.1,68.0,136,2,2005-06,9.5,1.8,3.6,1.0,0.1,24.1,68.0,8.5,3.4,1.7,0.8,2.4,2.5,0.352,6.1,0.411,0.743,2005-06
399,Jason Terry,SG,29,DAL,81,80,35.1,6.3,13.1,0.484,2.0,4.6,0.438,4.3,8.6,0.508,0.56,2.0,2.5,0.804,0.5,2.3,2.9,5.2,1.0,0.2,1.9,2.1,16.7,80.0,400,5,2005-06,17.1,2.0,3.8,1.3,0.3,35.0,80.0,13.7,6.5,1.7,2.1,5.2,4.3,0.411,8.5,0.505,0.8,2001-02
400,Etan Thomas,C,28,WAS,65,32,19.2,2.4,4.3,0.574,0.0,0.0,,2.4,4.3,0.574,0.574,1.2,2.1,0.558,2.1,3.7,5.8,0.4,0.3,1.4,1.1,2.5,6.1,71.0,282,5,2005-06,4.7,3.9,0.2,0.3,1.0,15.8,71.0,3.5,1.8,0.7,0.0,0.0,1.8,,3.5,0.533,0.6,2003-04
