Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_prev,G_prev_total,Seasons Played,Previous Season,PS_PTS,PS_TRB,PS_AST,PS_STL,PS_BLK,PS_MP,PS_G,PS_FGA,PS_FG,PS_TOV,PS_3P,PS_3PA,PS_2P,PS_3P%,PS_2PA,PS_2P%,PS_FT%,Best Season
1,Shareef Abdur-Rahim,C,30,SAC,80,45,25.2,3.9,8.2,0.474,0.0,0.3,0.15,3.8,7.9,0.484,0.476,2.1,2.9,0.726,1.5,3.5,5.0,1.4,0.7,0.5,1.5,3.0,9.9,72.0,369,5,2005-06,12.3,5.0,2.1,0.7,0.6,27.2,72.0,8.8,4.6,1.5,0.1,0.3,4.5,0.227,8.5,0.536,0.784,2001-02
2,Hassan Adams,SG,22,NJN,61,8,8.1,1.2,2.2,0.556,0.0,0.0,0.0,1.2,2.2,0.56,0.556,0.4,0.6,0.667,0.6,0.7,1.3,0.2,0.3,0.1,0.4,0.8,2.9,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
3,Maurice Ager,SG,22,DAL,32,1,6.7,0.7,2.2,0.314,0.2,0.5,0.333,0.5,1.7,0.309,0.35,0.6,1.0,0.606,0.0,0.6,0.7,0.2,0.1,0.1,0.5,0.8,2.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
4,LaMarcus Aldridge,C,21,POR,63,22,22.1,3.8,7.6,0.503,0.0,0.0,0.0,3.8,7.6,0.505,0.503,1.3,1.8,0.722,2.3,2.7,5.0,0.4,0.3,1.2,0.7,3.0,9.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
5,Malik Allen,PF,28,CHI,60,1,10.6,1.8,4.3,0.415,0.0,0.0,0.0,1.8,4.3,0.416,0.415,0.5,0.6,0.824,0.7,1.3,2.0,0.3,0.3,0.3,0.4,1.4,4.0,54.0,227,4,2005-06,4.9,2.6,0.4,0.3,0.3,13.0,54.0,4.6,2.2,0.6,0.0,0.0,2.2,1.0,4.6,0.488,0.605,2002-03
6,Ray Allen,SG,31,SEA,55,55,40.3,9.2,21.0,0.438,3.0,8.1,0.372,6.2,12.9,0.479,0.51,5.1,5.6,0.903,1.0,3.5,4.5,4.1,1.5,0.2,2.8,2.1,26.4,78.0,357,5,2005-06,25.1,4.3,3.7,1.3,0.2,38.7,78.0,19.2,8.7,2.4,3.4,8.4,5.3,0.412,10.9,0.486,0.903,2005-06
7,Tony Allen,SG,25,BOS,33,18,24.4,4.0,7.8,0.514,0.2,1.0,0.242,3.8,6.8,0.553,0.529,3.2,4.1,0.784,1.1,2.7,3.8,1.7,1.5,0.4,2.3,2.6,11.5,51.0,128,2,2005-06,7.2,2.2,1.3,1.0,0.4,19.2,51.0,5.4,2.5,1.3,0.2,0.7,2.3,0.324,4.7,0.492,0.746,2005-06
8,Rafer Alston,PG,30,HOU,82,82,37.1,4.7,12.4,0.375,2.3,6.5,0.363,2.3,6.0,0.389,0.47,1.6,2.2,0.734,0.4,3.1,3.4,5.4,1.6,0.1,2.1,2.4,13.3,63.0,322,5,2005-06,12.1,4.0,6.7,1.6,0.2,38.6,63.0,11.7,4.4,2.5,1.6,5.0,2.8,0.327,6.8,0.418,0.692,2004-05
9,Lou Amundson,PF,24,TOT,11,0,8.1,0.5,1.4,0.4,0.0,0.0,,0.5,1.4,0.4,0.4,0.4,0.9,0.4,1.2,1.4,2.5,0.1,0.1,0.7,0.5,1.4,1.5,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
9,Lou Amundson,PF,24,UTA,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
9,Lou Amundson,PF,24,PHI,10,0,8.7,0.6,1.5,0.4,0.0,0.0,,0.6,1.5,0.4,0.4,0.4,1.0,0.4,1.3,1.5,2.8,0.1,0.1,0.8,0.5,1.5,1.6,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
10,Alan Anderson,SG,24,CHA,17,0,15.1,2.2,4.8,0.457,0.3,1.2,0.25,1.9,3.6,0.525,0.488,1.1,1.4,0.826,0.6,1.2,1.9,1.2,0.4,0.0,1.3,1.9,5.8,36.0,36,1,2005-06,5.8,1.9,0.9,0.3,0.1,15.7,36.0,5.0,2.1,0.9,0.7,1.6,1.4,0.414,3.4,0.415,0.805,2005-06
11,Derek Anderson,SF,32,CHA,50,32,23.8,2.5,5.9,0.429,1.1,3.0,0.355,1.4,2.8,0.507,0.52,1.9,2.1,0.877,0.6,1.7,2.3,2.7,1.0,0.1,1.1,2.3,8.0,43.0,287,5,2005-06,8.1,3.3,2.3,0.5,0.1,24.3,43.0,7.0,2.5,1.3,0.9,3.1,1.6,0.299,3.9,0.402,0.838,2002-03
12,Carmelo Anthony,SF,22,DEN,65,65,38.2,10.6,22.4,0.476,0.6,2.3,0.268,10.0,20.1,0.499,0.489,7.1,8.7,0.808,2.2,3.8,6.0,3.8,1.2,0.4,3.6,3.1,28.9,80.0,237,3,2005-06,26.5,4.9,2.7,1.1,0.5,36.8,80.0,19.7,9.5,2.7,0.5,1.9,9.0,0.243,17.8,0.506,0.808,2005-06
13,Rafael Araújo,C,26,UTA,28,0,8.9,1.0,2.3,0.415,0.0,0.0,,1.0,2.3,0.415,0.415,0.6,1.0,0.621,0.8,1.6,2.4,0.4,0.2,0.1,0.6,1.4,2.6,52.0,111,2,2005-06,2.3,2.8,0.3,0.5,0.1,11.6,52.0,2.8,1.0,0.8,0.0,0.0,1.0,0.0,2.8,0.368,0.536,2004-05
14,Gilbert Arenas,PG,25,WAS,74,73,39.8,8.7,20.9,0.418,2.8,7.9,0.351,6.0,13.0,0.459,0.484,8.2,9.7,0.844,0.8,3.7,4.6,6.0,1.9,0.2,3.2,3.4,28.4,80.0,344,5,2005-06,29.3,3.5,6.1,2.0,0.3,42.3,80.0,20.9,9.3,3.7,2.5,6.8,6.8,0.369,14.1,0.485,0.82,2005-06
15,Trevor Ariza,SG,21,ORL,57,7,22.4,3.5,6.5,0.539,0.0,0.1,0.0,3.5,6.4,0.549,0.539,1.9,3.0,0.62,1.7,2.6,4.4,1.1,1.0,0.3,1.5,2.4,8.9,57.0,137,2,2005-06,4.6,3.8,1.1,1.0,0.2,17.5,57.0,4.0,1.6,1.1,0.0,0.1,1.6,0.2,3.9,0.416,0.606,2004-05
16,Darrell Armstrong,PG,38,IND,81,4,15.7,1.9,4.7,0.414,0.9,2.6,0.336,1.0,2.0,0.515,0.509,0.9,1.1,0.785,0.4,1.2,1.7,2.4,0.9,0.1,0.9,1.3,5.6,62.0,371,5,2005-06,2.1,1.3,1.4,0.4,0.0,10.0,62.0,2.1,0.7,0.9,0.2,0.8,0.5,0.229,1.3,0.4,0.786,2001-02
17,Hilton Armstrong,C,22,NOK,56,5,11.3,1.2,2.2,0.544,0.0,0.0,,1.2,2.2,0.544,0.544,0.7,1.2,0.597,1.0,1.6,2.7,0.2,0.2,0.5,0.6,1.4,3.1,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
18,Carlos Arroyo,PG,27,ORL,72,5,18.1,2.8,6.6,0.425,0.2,0.7,0.275,2.6,5.9,0.443,0.439,1.8,2.3,0.795,0.4,1.4,1.9,2.8,0.5,0.0,1.3,1.8,7.7,77.0,299,5,2005-06,5.8,1.7,3.0,0.5,0.1,15.5,77.0,4.9,2.2,1.1,0.1,0.3,2.1,0.35,4.6,0.45,0.774,2003-04
19,Chucky Atkins,PG,32,MEM,75,23,27.5,4.1,9.5,0.434,1.5,4.1,0.379,2.6,5.5,0.474,0.515,3.4,4.1,0.81,0.2,1.6,1.9,4.6,0.7,0.1,1.7,1.8,13.2,71.0,361,5,2005-06,9.5,1.7,2.8,0.6,0.0,24.1,71.0,8.1,3.2,1.2,1.4,3.9,1.8,0.354,4.2,0.431,0.791,2004-05
20,James Augustine,PF,22,ORL,2,0,3.5,0.5,1.5,0.333,0.0,0.0,,0.5,1.5,0.333,0.333,0.0,0.0,,0.5,1.0,1.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
21,Kelenna Azubuike,SG,23,GSW,41,9,16.3,2.4,5.4,0.445,0.8,1.9,0.43,1.6,3.4,0.454,0.523,1.5,1.9,0.782,0.6,1.7,2.3,0.7,0.5,0.2,1.0,1.2,7.1,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
22,Renaldo Balkman,SF,22,NYK,68,1,15.6,2.0,4.0,0.505,0.1,0.4,0.185,2.0,3.6,0.54,0.515,0.8,1.3,0.567,1.4,2.9,4.3,0.6,0.8,0.6,0.7,2.1,4.9,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
23,Marcus Banks,PG,25,PHO,45,1,11.2,1.9,4.4,0.429,0.1,0.6,0.172,1.8,3.7,0.473,0.441,1.1,1.3,0.8,0.2,0.6,0.8,1.3,0.5,0.1,0.9,1.6,4.9,58.0,220,3,2005-06,10.0,2.3,3.8,0.9,0.2,25.8,58.0,8.1,3.8,2.1,0.4,1.1,3.4,0.349,7.0,0.486,0.803,2005-06
24,Leandro Barbosa,SG,24,PHO,80,18,32.7,6.6,13.9,0.476,2.4,5.5,0.434,4.2,8.4,0.504,0.562,2.5,2.9,0.845,0.3,2.4,2.7,4.0,1.2,0.2,1.8,2.6,18.1,57.0,190,3,2005-06,13.1,2.6,2.8,0.8,0.1,27.9,57.0,9.9,4.8,1.6,1.5,3.4,3.3,0.444,6.5,0.501,0.755,2005-06
25,J.J. Barea,PG,22,DAL,33,1,5.8,0.8,2.4,0.359,0.2,0.6,0.286,0.7,1.7,0.386,0.397,0.5,0.7,0.667,0.2,0.5,0.8,0.7,0.0,0.0,0.4,0.6,2.4,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
26,Andrea Bargnani,PF,21,TOR,65,2,25.1,4.1,9.6,0.427,1.5,4.1,0.373,2.6,5.5,0.468,0.507,1.8,2.2,0.824,0.8,3.1,3.9,0.8,0.5,0.8,1.6,2.8,11.6,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
27,Matt Barnes,PF,26,GSW,76,23,23.9,3.6,8.3,0.438,1.4,3.8,0.366,2.2,4.4,0.5,0.522,1.2,1.6,0.732,1.2,3.4,4.6,2.1,1.0,0.5,1.4,2.5,9.8,56.0,137,3,2005-06,3.1,2.2,0.5,0.4,0.1,11.3,56.0,2.5,1.3,0.5,0.1,0.3,1.2,0.2,2.2,0.536,0.681,2003-04
28,Andre Barrett,PG,24,CHI,6,0,4.8,0.7,1.3,0.5,0.0,0.0,,0.7,1.3,0.5,0.5,0.0,0.0,,0.2,0.7,0.8,1.2,0.0,0.0,0.7,0.7,1.3,19.0,57,1,2004-05,3.1,1.1,1.8,0.5,0.0,12.7,38.0,3.3,1.2,0.7,0.4,1.4,0.8,0.269,1.9,0.431,0.737,2004-05
29,Earl Barron,C,25,MIA,28,0,7.3,0.9,3.0,0.289,0.0,0.0,0.0,0.9,2.9,0.293,0.289,0.6,0.6,0.944,0.7,0.8,1.5,0.2,0.2,0.1,0.4,0.8,2.3,8.0,8,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
30,Brent Barry,SG,35,SAS,75,28,21.7,2.7,5.7,0.475,1.7,3.8,0.446,1.0,1.8,0.536,0.626,1.4,1.6,0.88,0.2,1.9,2.1,1.8,0.7,0.2,0.8,1.2,8.5,74.0,370,5,2005-06,5.8,2.1,1.7,0.5,0.4,17.0,74.0,4.7,2.1,0.7,1.1,2.7,1.0,0.396,1.9,0.531,0.661,2001-02
31,Brandon Bass,PF,21,NOK,21,3,7.7,0.7,2.1,0.341,0.0,0.0,0.0,0.7,2.0,0.349,0.341,0.6,0.8,0.75,0.6,1.4,2.0,0.1,0.1,0.1,0.5,0.8,2.0,29.0,29,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
32,Maceo Baston,PF,31,IND,47,2,8.6,1.0,1.6,0.645,0.1,0.1,0.429,1.0,1.5,0.667,0.664,0.8,1.0,0.787,0.4,1.1,1.6,0.3,0.3,0.4,0.7,1.4,2.9,0.0,16,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
33,Esteban Batista,PF,23,ATL,13,0,6.2,0.6,1.2,0.5,0.0,0.0,,0.6,1.2,0.5,0.5,0.3,0.5,0.571,0.5,1.8,2.3,0.3,0.2,0.0,0.3,1.0,1.5,57.0,57,1,2005-06,1.8,2.5,0.1,0.3,0.2,8.7,57.0,1.4,0.6,0.7,0.0,0.0,0.6,0.0,1.4,0.43,0.623,2005-06
34,Tony Battie,PF,30,ORL,66,66,23.9,2.7,5.5,0.489,0.0,0.0,0.0,2.7,5.4,0.49,0.489,0.8,1.2,0.675,1.4,3.8,5.2,0.5,0.4,0.5,0.9,2.8,6.1,82.0,377,5,2005-06,7.9,5.6,0.6,0.6,0.8,27.0,82.0,6.7,3.4,1.1,0.0,0.1,3.4,0.0,6.7,0.513,0.664,2005-06
35,Shane Battier,SF,28,HOU,82,82,36.4,3.6,8.0,0.446,1.9,4.5,0.421,1.6,3.4,0.48,0.567,1.1,1.4,0.779,0.8,3.3,4.1,2.1,1.0,0.7,0.9,2.3,10.1,81.0,396,5,2005-06,10.1,5.3,1.7,1.1,1.4,35.0,81.0,7.7,3.7,1.1,0.8,2.0,2.9,0.394,5.6,0.522,0.707,2001-02
36,Charlie Bell,SG,27,MIL,82,64,34.7,5.2,11.9,0.437,1.5,4.4,0.352,3.6,7.5,0.488,0.503,1.6,2.0,0.78,0.7,2.2,2.9,3.0,1.2,0.0,1.3,2.6,13.5,59.0,66,1,2005-06,8.4,2.0,2.2,1.0,0.1,21.7,59.0,6.9,3.1,0.7,1.2,2.8,1.8,0.423,4.1,0.45,0.708,2005-06
37,Raja Bell,SG,30,PHO,78,78,37.4,5.3,12.2,0.432,2.6,6.4,0.413,2.6,5.8,0.452,0.539,1.5,1.9,0.776,0.6,2.6,3.2,2.5,0.6,0.3,1.1,3.0,14.7,79.0,373,5,2005-06,14.7,3.2,2.6,1.0,0.3,37.5,79.0,11.8,5.4,1.1,2.5,5.6,2.9,0.442,6.1,0.471,0.788,2005-06
38,Mike Bibby,PG,28,SAC,82,82,34.0,5.7,14.2,0.404,2.1,5.9,0.36,3.6,8.4,0.435,0.478,3.5,4.2,0.83,0.5,2.7,3.2,4.7,1.1,0.1,2.4,1.7,17.1,82.0,379,5,2005-06,21.1,2.9,5.4,1.0,0.1,38.6,82.0,16.9,7.3,2.4,2.3,6.1,4.9,0.386,10.8,0.458,0.849,2005-06
39,Andris Biedriņš,C,20,GSW,82,63,29.0,4.2,7.1,0.599,0.0,0.0,,4.2,7.1,0.599,0.599,1.1,2.0,0.521,3.1,6.2,9.3,1.1,0.8,1.7,1.5,3.7,9.5,68.0,98,1,2005-06,3.8,4.2,0.4,0.3,0.7,14.7,68.0,2.7,1.7,0.5,0.0,0.0,1.7,,2.7,0.638,0.306,2005-06
40,Chauncey Billups,PG,30,DET,70,70,36.2,5.0,11.6,0.427,1.6,4.5,0.345,3.4,7.1,0.479,0.494,5.5,6.2,0.883,0.3,3.1,3.4,7.2,1.2,0.2,2.0,2.3,17.0,81.0,395,5,2005-06,18.5,3.1,8.6,0.9,0.1,36.1,81.0,12.5,5.2,2.1,2.3,5.2,3.0,0.433,7.2,0.407,0.894,2005-06
41,Steve Blake,PG,26,TOT,82,42,27.1,2.5,6.2,0.411,0.8,2.5,0.322,1.7,3.7,0.472,0.476,0.5,0.8,0.672,0.3,1.8,2.1,5.0,0.7,0.1,1.6,1.5,6.4,68.0,187,3,2005-06,8.2,2.1,4.5,0.6,0.1,26.2,68.0,6.9,3.0,1.2,1.1,2.7,1.9,0.413,4.2,0.455,0.791,2005-06
41,Steve Blake,PG,26,MIL,33,2,17.7,1.4,3.9,0.349,0.6,2.1,0.279,0.8,1.8,0.426,0.422,0.3,0.6,0.55,0.2,1.2,1.4,2.5,0.3,0.1,0.8,1.5,3.6,68.0,187,3,2005-06,8.2,2.1,4.5,0.6,0.1,26.2,68.0,6.9,3.0,1.2,1.1,2.7,1.9,0.413,4.2,0.455,0.791,2005-06
41,Steve Blake,PG,26,DEN,49,40,33.5,3.3,7.8,0.432,1.0,2.9,0.343,2.4,4.9,0.483,0.495,0.7,0.9,0.727,0.3,2.2,2.5,6.6,1.0,0.1,2.1,1.5,8.3,68.0,187,3,2005-06,8.2,2.1,4.5,0.6,0.1,26.2,68.0,6.9,3.0,1.2,1.1,2.7,1.9,0.413,4.2,0.455,0.791,2005-06
42,Will Blalock,PG,23,DET,14,0,11.9,0.6,2.1,0.3,0.1,0.4,0.2,0.6,1.8,0.32,0.317,0.4,0.4,1.0,0.4,0.6,1.1,1.2,0.4,0.0,0.9,0.6,1.8,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
43,Andray Blatche,PF,20,WAS,56,13,12.2,1.5,3.5,0.437,0.1,0.5,0.148,1.5,3.0,0.482,0.447,0.5,0.9,0.612,1.4,2.0,3.4,0.7,0.3,0.6,0.9,1.7,3.7,29.0,29,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
44,Mark Blount,C,31,MIN,82,81,31.0,5.2,10.2,0.509,0.1,0.4,0.29,5.1,9.9,0.517,0.514,1.8,2.4,0.754,1.7,4.5,6.2,0.8,0.5,0.7,1.9,2.9,12.3,81.0,370,5,2005-06,11.3,4.5,1.2,0.5,0.9,27.7,81.0,9.1,4.6,2.4,0.0,0.0,4.6,,9.1,0.508,0.757,2005-06
45,Keith Bogans,SG,26,ORL,59,18,16.8,1.7,4.2,0.404,0.9,2.3,0.387,0.8,1.8,0.426,0.512,0.8,1.1,0.746,0.3,1.3,1.6,1.0,0.5,0.0,0.8,1.7,5.1,72.0,219,3,2005-06,8.6,3.5,1.8,1.0,0.1,26.6,72.0,7.6,3.0,1.3,0.9,2.8,2.1,0.325,4.8,0.436,0.683,2004-05
46,Andrew Bogut,C,22,MIL,66,66,34.2,5.3,9.5,0.553,0.0,0.1,0.2,5.3,9.5,0.556,0.554,1.7,2.9,0.577,2.5,6.3,8.8,3.0,0.7,0.5,2.3,3.3,12.3,82.0,82,1,2005-06,9.4,7.0,2.3,0.6,0.8,28.6,82.0,7.4,3.9,1.5,0.0,0.0,3.9,0.0,7.4,0.536,0.629,2005-06
47,Matt Bonner,PF,26,SAS,56,0,11.7,1.9,4.2,0.447,0.6,1.7,0.383,1.3,2.6,0.49,0.523,0.5,0.7,0.711,1.1,1.6,2.8,0.4,0.3,0.2,0.4,1.2,4.9,78.0,160,2,2005-06,7.5,3.6,0.7,0.6,0.4,21.9,78.0,6.0,2.7,0.4,1.3,3.1,1.4,0.42,2.9,0.478,0.829,2005-06
48,Josh Boone,PF,22,NJN,61,0,11.0,1.6,2.8,0.579,0.0,0.0,,1.6,2.8,0.579,0.579,0.9,1.7,0.544,1.0,1.8,2.9,0.2,0.2,0.3,0.5,1.5,4.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
49,Calvin Booth,C,30,WAS,44,1,8.6,0.7,1.5,0.47,0.0,0.0,0.5,0.7,1.5,0.469,0.477,0.1,0.2,0.6,0.6,1.2,1.8,0.4,0.1,0.7,0.2,1.6,1.6,33.0,217,3,2004-05,2.4,2.1,0.2,0.3,0.5,8.8,51.0,2.1,1.0,0.3,0.0,0.0,1.0,0.0,2.1,0.458,0.813,2003-04
50,Carlos Boozer,PF,25,UTA,74,74,34.6,8.7,15.6,0.561,0.0,0.0,,8.7,15.6,0.561,0.561,3.4,5.0,0.685,3.2,8.5,11.7,3.0,0.9,0.3,2.6,2.9,20.9,33.0,240,3,2004-05,17.8,9.0,2.8,0.8,0.5,34.7,51.0,13.6,7.1,2.7,0.0,0.0,7.1,0.0,13.6,0.522,0.698,2004-05
51,Chris Bosh,C,22,TOR,69,69,38.5,7.9,15.9,0.496,0.2,0.5,0.343,7.7,15.3,0.501,0.502,6.7,8.6,0.785,2.7,8.0,10.7,2.5,0.6,1.3,2.6,2.4,22.6,70.0,226,3,2005-06,22.5,9.2,2.6,0.7,1.1,39.3,70.0,15.5,7.8,2.2,0.0,0.2,7.8,0.0,15.3,0.511,0.816,2005-06
52,Bruce Bowen,SF,35,SAS,82,82,30.0,2.3,5.7,0.405,1.1,2.8,0.384,1.2,2.9,0.426,0.5,0.5,0.9,0.589,0.3,2.4,2.7,1.4,0.8,0.3,0.8,2.1,6.2,82.0,387,5,2005-06,7.5,3.9,1.5,1.0,0.4,33.6,82.0,6.5,2.8,0.8,1.3,3.0,1.6,0.424,3.5,0.44,0.607,2004-05
53,Earl Boykins,PG,30,TOT,66,23,30.8,4.9,11.7,0.42,1.4,3.6,0.397,3.5,8.0,0.43,0.482,3.3,3.7,0.898,0.7,1.4,2.1,4.4,0.8,0.0,1.8,1.4,14.6,60.0,360,5,2005-06,12.6,1.4,3.8,0.8,0.1,25.7,60.0,11.0,4.5,1.4,1.0,3.0,3.5,0.346,8.0,0.434,0.874,2005-06
53,Earl Boykins,PG,30,DEN,31,4,28.3,5.0,12.2,0.413,1.3,3.5,0.373,3.7,8.6,0.429,0.467,3.8,4.2,0.908,0.7,1.3,2.0,4.3,0.8,0.1,1.7,1.0,15.2,60.0,360,5,2005-06,12.6,1.4,3.8,0.8,0.1,25.7,60.0,11.0,4.5,1.4,1.0,3.0,3.5,0.346,8.0,0.434,0.874,2005-06
53,Earl Boykins,PG,30,MIL,35,19,33.0,4.8,11.2,0.427,1.5,3.7,0.419,3.2,7.5,0.431,0.496,2.9,3.3,0.886,0.7,1.4,2.2,4.5,0.9,0.0,1.9,1.7,14.0,60.0,360,5,2005-06,12.6,1.4,3.8,0.8,0.1,25.7,60.0,11.0,4.5,1.4,1.0,3.0,3.5,0.346,8.0,0.434,0.874,2005-06
54,Cedric Bozeman,SG,23,ATL,23,5,8.7,0.5,1.7,0.282,0.1,0.6,0.154,0.4,1.1,0.346,0.308,0.1,0.3,0.333,0.1,0.9,1.0,0.4,0.2,0.1,0.4,1.4,1.1,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
55,Elton Brand,PF,27,LAC,80,80,38.5,8.1,15.1,0.533,0.0,0.0,1.0,8.1,15.1,0.532,0.533,4.4,5.8,0.761,3.4,6.0,9.3,2.9,1.0,2.2,2.5,3.0,20.5,79.0,371,5,2005-06,24.7,10.0,2.6,1.0,2.5,39.2,79.0,18.2,9.6,2.2,0.0,0.0,9.6,0.333,18.1,0.527,0.775,2005-06
56,Ronnie Brewer,SG,21,UTA,56,14,12.1,1.8,3.4,0.528,0.0,0.2,0.0,1.8,3.3,0.554,0.528,1.0,1.5,0.675,0.7,0.7,1.3,0.4,0.7,0.1,0.4,0.8,4.6,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
57,Primož Brezec,C,27,CHA,58,40,14.4,2.1,4.7,0.445,0.0,0.1,0.333,2.1,4.7,0.446,0.447,0.7,1.2,0.632,1.4,1.8,3.2,0.4,0.2,0.4,0.7,2.8,5.0,79.0,213,2,2005-06,12.4,5.6,0.6,0.2,0.4,27.4,79.0,10.0,5.2,1.1,0.0,0.0,5.2,0.0,10.0,0.518,0.732,2004-05
58,Andre Brown,PF,25,SEA,38,0,7.1,1.1,1.9,0.568,0.0,0.0,0.0,1.1,1.9,0.575,0.568,0.2,0.4,0.6,0.7,1.3,1.9,0.1,0.2,0.1,0.8,0.7,2.4,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
59,Dee Brown,PG,22,UTA,49,0,9.2,0.7,2.0,0.327,0.1,0.6,0.214,0.5,1.4,0.371,0.357,0.5,0.8,0.649,0.2,0.7,0.8,1.7,0.4,0.1,0.6,1.0,1.9,0.0,7,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
60,Devin Brown,SG,28,NOK,58,49,28.7,4.0,9.6,0.42,1.4,3.9,0.357,2.6,5.7,0.463,0.493,2.1,2.7,0.794,0.9,3.4,4.3,2.6,0.8,0.2,1.6,2.4,11.6,81.0,216,3,2005-06,7.5,2.6,1.3,0.5,0.2,21.1,81.0,6.5,2.6,1.2,0.5,1.5,2.1,0.331,5.0,0.411,0.745,2005-06
61,Kwame Brown,C,24,LAL,41,28,27.6,3.5,5.9,0.591,0.0,0.0,0.0,3.5,5.9,0.593,0.591,1.4,3.3,0.44,2.0,4.0,6.0,1.8,1.0,1.2,1.9,3.0,8.4,72.0,325,5,2005-06,7.4,6.6,1.0,0.4,0.6,27.5,72.0,5.4,2.8,1.4,0.0,0.0,2.8,0.0,5.4,0.527,0.545,2003-04
62,P.J. Brown,PF,37,CHI,72,49,20.2,2.4,5.8,0.407,0.0,0.0,0.0,2.4,5.8,0.409,0.407,1.3,1.7,0.787,1.8,3.0,4.8,0.7,0.3,0.7,1.2,2.6,6.1,75.0,395,5,2005-06,9.0,7.3,1.2,0.6,0.7,31.7,75.0,7.8,3.6,1.2,0.0,0.0,3.6,,7.8,0.461,0.827,2004-05
63,Shannon Brown,SG,21,CLE,23,5,8.8,1.2,3.2,0.378,0.3,1.1,0.28,0.9,2.1,0.429,0.426,0.4,0.6,0.714,0.3,0.7,0.9,0.4,0.3,0.1,0.6,1.0,3.2,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
