Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Previous Season,PS_PER,PS_TRB%,PS_AST%,PS_BPM,PS_VORP,PS_USG%,PS_WS,PS_WS/48,Best Season,BS_PER,BS_TRB%,BS_AST%,BS_BPM,BS_VORP,BS_USG%,BS_WS,BS_WS/48
168,Drew Gooden,PF,29,MIL,35,860,15.9,0.487,0.055,0.282,9.6,22.9,16.1,10.3,1.3,1.6,10.2,24.6,,0.3,1.5,1.8,0.101,,-1.2,0.2,-1.0,0.2,2009-10,16.9,17.8,4.4,-2.1,-0.1,21.0,4.4,0.121,2004-05,19.7,17.6,9.1,1.6,2.3,21.7,8.5,0.163
169,Ben Gordon,SG,27,DET,82,2131,12.4,0.548,0.345,0.208,2.2,9.3,5.6,13.2,1.2,0.6,14.4,21.5,,1.3,0.3,1.7,0.037,,-0.6,-1.9,-2.5,-0.3,2009-10,14.0,4.2,16.7,-1.4,0.2,24.5,2.1,0.059,2006-07,18.2,5.4,20.1,2.4,3.0,29.3,8.6,0.152
170,Eric Gordon,SG,22,LAC,56,2112,18.5,0.566,0.307,0.367,2.5,6.6,4.5,20.7,1.7,0.7,12.0,26.5,,4.2,1.1,5.3,0.12,,3.0,-1.0,2.0,2.2,2009-10,14.1,4.2,13.8,-0.9,0.6,21.5,3.2,0.069,2009-10,14.1,4.2,13.8,-0.9,0.6,21.5,3.2,0.069
171,Marcin Gortat,C,26,TOT,80,2032,17.8,0.594,0.007,0.32,8.5,27.4,18.0,5.5,0.9,3.3,10.5,17.1,,3.7,2.7,6.4,0.152,,0.2,0.7,0.9,1.5,2009-10,13.9,18.1,2.4,0.1,0.6,13.0,3.4,0.151,2008-09,17.0,20.3,2.9,1.1,0.6,13.5,3.3,0.202
171,Marcin Gortat,C,26,ORL,25,396,13.7,0.562,0.0,0.222,11.5,23.0,17.4,6.8,0.9,4.1,16.0,12.4,,0.5,0.8,1.3,0.157,,-1.9,2.2,0.3,0.2,2009-10,13.9,18.1,2.4,0.1,0.6,13.0,3.4,0.151,2008-09,17.0,20.3,2.9,1.1,0.6,13.5,3.3,0.202
171,Marcin Gortat,C,26,PHO,55,1636,18.8,0.598,0.008,0.335,7.8,28.5,18.1,5.2,0.9,3.2,9.7,18.3,,3.2,1.9,5.1,0.151,,0.7,0.3,1.0,1.2,2009-10,13.9,18.1,2.4,0.1,0.6,13.0,3.4,0.151,2008-09,17.0,20.3,2.9,1.1,0.6,13.5,3.3,0.202
172,Joey Graham,SF,28,CLE,39,586,7.7,0.518,0.168,0.201,1.5,15.3,8.2,5.2,0.5,0.9,12.6,17.2,,-0.2,0.1,0.0,-0.004,,-4.5,-1.3,-5.8,-0.6,2009-10,10.6,9.3,4.5,-3.0,-0.2,16.2,1.1,0.072,2008-09,11.9,11.1,5.0,-3.5,-0.6,18.7,2.2,0.068
173,Stephen Graham,SG,28,NJN,59,959,4.4,0.457,0.105,0.19,2.0,13.4,7.6,6.5,0.8,0.1,14.9,12.3,,-0.7,0.4,-0.3,-0.014,,-5.8,-1.0,-6.8,-1.2,2009-10,11.2,10.1,5.0,-1.6,0.1,17.6,1.6,0.094,2008-09,8.5,7.7,7.3,-6.0,-0.7,20.9,0.0,0.001
174,Danny Granger,SF,27,IND,79,2763,17.8,0.554,0.323,0.37,3.5,13.5,8.5,13.0,1.6,1.6,12.3,26.7,,3.7,3.2,6.9,0.12,,2.2,-0.1,2.1,2.9,2009-10,19.8,8.2,13.6,3.1,2.9,28.7,6.2,0.131,2008-09,21.8,7.7,13.1,4.8,4.2,29.6,8.0,0.158
175,Aaron Gray,C,26,NOH,41,531,11.0,0.566,0.0,0.343,13.4,25.8,19.6,4.7,1.1,1.9,21.9,13.1,,0.3,0.8,1.1,0.1,,-3.9,-0.2,-4.0,-0.3,2008-09,11.5,17.6,9.6,-3.4,-0.2,14.5,1.3,0.086,2007-08,13.9,15.5,11.4,-3.5,-0.2,22.0,0.8,0.066
176,Danny Green,SG,23,SAS,8,92,13.2,0.586,0.543,0.0,3.9,14.8,9.5,3.6,1.1,0.8,12.5,20.0,,0.0,0.1,0.1,0.076,,0.1,-0.7,-0.6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,Jeff Green,PF-SF,24,TOT,75,2427,12.9,0.538,0.257,0.298,3.7,13.5,8.8,7.2,1.1,1.1,9.6,19.5,,2.4,2.4,4.8,0.095,,-0.6,-0.5,-1.1,0.5,2009-10,13.8,9.2,7.2,0.2,1.7,19.2,6.6,0.105,2008-09,13.9,10.4,9.1,-1.2,0.6,21.2,4.2,0.07
177,Jeff Green,PF,24,OKC,49,1815,12.9,0.533,0.298,0.293,3.8,13.5,8.8,7.9,1.1,0.8,9.8,19.3,,1.9,1.4,3.3,0.087,,-0.3,-0.9,-1.2,0.3,2009-10,13.8,9.2,7.2,0.2,1.7,19.2,6.6,0.105,2008-09,13.9,10.4,9.1,-1.2,0.6,21.2,4.2,0.07
177,Jeff Green,SF,24,BOS,26,612,12.9,0.553,0.134,0.312,3.4,13.3,8.6,5.1,1.1,2.0,9.1,19.8,,0.5,1.0,1.5,0.118,,-1.5,0.8,-0.7,0.2,2009-10,13.8,9.2,7.2,0.2,1.7,19.2,6.6,0.105,2008-09,13.9,10.4,9.1,-1.2,0.6,21.2,4.2,0.07
178,Willie Green,SG,29,NOH,77,1674,10.8,0.515,0.255,0.164,1.6,10.2,5.9,7.6,1.2,0.6,9.3,20.5,,0.3,1.5,1.8,0.052,,-2.1,-0.7,-2.8,-0.3,2009-10,12.8,4.9,15.8,-2.2,-0.1,19.4,2.2,0.067,2007-08,12.8,5.5,13.2,-1.6,0.2,23.9,2.1,0.05
179,Donté Greene,SF,22,SAC,69,1127,9.7,0.482,0.399,0.168,4.8,10.2,7.4,6.5,1.6,1.3,12.6,18.2,,-0.2,0.8,0.5,0.022,,-1.8,-0.4,-2.2,-0.1,2009-10,11.6,8.2,6.8,-1.6,0.1,19.2,1.5,0.044,2009-10,11.6,8.2,6.8,-1.6,0.1,19.2,1.5,0.044
180,Orien Greene,SG,28,NJN,3,5,33.0,0.521,0.0,1.0,0.0,0.0,0.0,37.8,10.7,0.0,0.0,26.7,,0.0,0.0,0.0,0.293,,6.0,9.1,15.1,0.0,2006-07,6.5,10.0,13.6,-4.4,-0.2,17.8,-0.2,-0.034,2007-08,-3.3,5.8,6.8,-10.9,-0.1,13.2,-0.2,-0.18
181,Blake Griffin,PF,21,LAC,82,3112,21.9,0.549,0.017,0.505,10.2,26.9,18.6,18.7,1.0,1.1,11.7,27.3,,6.5,3.4,9.8,0.152,,3.0,-0.3,2.6,3.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,Hamed Haddadi,C,25,MEM,31,168,19.7,0.55,0.017,0.397,16.9,31.6,24.2,4.8,0.6,6.3,13.9,21.2,,0.3,0.3,0.6,0.164,,-1.1,0.0,-1.1,0.0,2009-10,7.2,18.2,5.9,-7.2,-0.3,16.5,0.0,-0.002,2009-10,7.2,18.2,5.9,-7.2,-0.3,16.5,0.0,-0.002
183,Richard Hamilton,SG,32,DET,55,1498,15.8,0.52,0.215,0.256,1.9,8.7,5.1,19.8,1.4,0.2,10.5,26.0,,1.6,0.2,1.8,0.059,,0.6,-2.2,-1.6,0.1,2009-10,14.9,4.8,23.5,-2.1,0.0,27.9,1.4,0.043,2005-06,18.2,5.4,18.6,0.8,2.0,27.4,7.6,0.13
184,Tyler Hansbrough,PF,25,IND,70,1535,16.4,0.529,0.003,0.413,10.6,15.9,13.2,4.7,1.2,0.7,9.5,23.1,,2.2,1.6,3.8,0.118,,-0.6,-1.3,-1.9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Luke Harangody,PF,23,TOT,49,640,10.1,0.444,0.32,0.126,7.5,18.9,13.2,7.6,1.2,2.0,6.9,16.8,,-0.1,0.7,0.6,0.048,,-3.3,-0.4,-3.7,-0.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Luke Harangody,PF,23,BOS,28,241,8.7,0.423,0.141,0.113,9.2,18.3,14.0,6.4,0.9,2.3,6.3,15.8,,-0.1,0.4,0.4,0.075,,-4.9,-0.2,-5.2,-0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Luke Harangody,PF,23,CLE,21,399,11.0,0.455,0.415,0.133,6.4,19.3,12.7,8.3,1.4,1.9,7.1,17.5,,0.0,0.3,0.3,0.032,,-2.3,-0.5,-2.8,-0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,James Harden,SG,21,OKC,82,2189,16.4,0.598,0.474,0.501,2.3,11.0,6.8,12.8,2.2,0.8,11.3,19.5,,5.0,2.1,7.1,0.156,,1.3,0.6,1.9,2.2,2009-10,14.0,8.1,12.3,0.5,1.1,20.4,4.5,0.124,2009-10,14.0,8.1,12.3,0.5,1.1,20.4,4.5,0.124
187,Al Harrington,PF,30,DEN,73,1665,12.3,0.527,0.486,0.173,5.4,17.2,11.5,9.6,1.2,0.5,12.7,22.3,,0.6,1.5,2.1,0.06,,-0.6,-1.1,-1.7,0.1,2009-10,16.8,10.5,8.6,-0.8,0.6,26.8,3.5,0.077,2008-09,15.9,9.8,6.8,-0.2,1.2,25.7,3.9,0.073
188,Devin Harris,PG,27,TOT,71,2254,17.2,0.545,0.221,0.494,0.9,8.2,4.5,38.2,1.7,0.2,17.3,24.6,,3.2,1.0,4.2,0.089,,1.9,-1.3,0.6,1.5,2009-10,16.2,5.3,34.6,-0.8,0.7,25.5,2.7,0.057,2008-09,21.6,5.5,34.4,2.8,3.0,28.4,7.5,0.145
188,Devin Harris,PG,27,NJN,54,1724,17.6,0.543,0.18,0.502,0.7,8.3,4.4,41.2,1.8,0.2,17.5,24.4,,2.6,0.9,3.4,0.096,,2.0,-0.8,1.2,1.4,2009-10,16.2,5.3,34.6,-0.8,0.7,25.5,2.7,0.057,2008-09,21.6,5.5,34.4,2.8,3.0,28.4,7.5,0.145
188,Devin Harris,PG,27,UTA,17,530,15.7,0.552,0.348,0.473,1.4,7.8,4.6,28.3,1.3,0.3,16.8,25.2,,0.7,0.1,0.8,0.068,,1.5,-3.0,-1.5,0.1,2009-10,16.2,5.3,34.6,-0.8,0.7,25.5,2.7,0.057,2008-09,21.6,5.5,34.4,2.8,3.0,28.4,7.5,0.145
189,Manny Harris,SG,21,CLE,54,933,10.4,0.486,0.318,0.322,4.3,13.2,8.6,14.8,1.7,0.6,16.0,19.1,,-0.4,0.4,0.0,0.002,,-2.3,-1.2,-3.5,-0.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,Mike Harris,PF,27,HOU,4,16,17.9,0.515,0.0,0.667,14.1,21.3,17.7,10.2,0.0,4.3,11.4,24.2,,0.0,0.0,0.0,0.102,,-2.3,-0.2,-2.4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Udonis Haslem,PF,30,MIA,13,345,12.7,0.549,0.0,0.233,10.6,25.0,18.2,2.7,1.1,0.7,12.9,14.8,,0.4,0.6,0.9,0.13,,-1.7,-0.5,-2.3,0.0,2009-10,14.6,17.0,3.9,-1.7,0.2,17.1,6.0,0.132,2007-08,12.7,14.7,6.5,-2.7,-0.3,16.7,2.5,0.067
192,Spencer Hawes,C,22,PHI,81,1718,12.8,0.481,0.065,0.155,8.7,22.5,15.6,11.2,0.9,3.1,13.8,18.9,,-0.3,2.6,2.4,0.066,,-2.5,0.7,-1.9,0.0,2009-10,13.8,13.1,13.2,-1.2,0.4,19.6,2.1,0.054,2008-09,13.0,14.2,11.3,-3.0,-0.6,20.2,0.8,0.016
193,Chuck Hayes,C,27,HOU,74,2079,16.2,0.554,0.004,0.307,11.9,20.7,16.3,14.3,1.9,1.6,14.1,13.0,,3.9,2.4,6.3,0.146,,0.6,1.3,1.9,2.1,2009-10,11.7,15.0,11.4,-0.2,0.8,10.8,3.6,0.098,2006-07,13.9,17.5,4.4,-0.7,0.6,11.9,6.4,0.179
194,Gordon Hayward,SF,20,UTA,72,1218,10.7,0.578,0.253,0.331,4.0,9.8,6.9,10.2,1.3,1.3,17.3,15.3,,0.8,0.4,1.2,0.048,,-1.2,-1.1,-2.2,-0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,Lazar Hayward,SF,24,MIN,42,419,10.8,0.464,0.39,0.273,5.9,12.8,9.3,10.3,1.4,1.3,9.9,19.5,,0.1,0.2,0.3,0.035,,-1.6,-1.3,-2.9,-0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,Brendan Haywood,C,31,DAL,72,1331,11.7,0.532,0.004,0.794,11.8,20.9,16.5,2.1,0.6,4.2,14.5,12.4,,0.8,2.1,2.9,0.104,,-2.5,0.6,-1.9,0.0,2009-10,16.1,17.5,2.8,-0.1,1.1,13.5,6.7,0.137,2007-08,18.3,15.2,5.2,-0.2,1.0,17.3,6.8,0.146
197,Luther Head,PG,28,SAC,36,586,11.7,0.538,0.39,0.305,3.0,8.8,5.8,17.7,0.9,1.1,14.7,16.1,,0.6,0.2,0.9,0.073,,0.0,-0.7,-0.7,0.2,2009-10,11.5,5.4,14.8,-2.4,-0.1,21.2,0.6,0.034,2006-07,13.7,6.6,14.8,1.6,2.0,18.6,5.7,0.123
198,Gerald Henderson,SG,23,CHA,68,1661,13.2,0.509,0.063,0.286,3.5,11.6,7.5,10.7,1.6,1.6,9.1,19.9,,0.9,1.4,2.4,0.068,,-1.6,-0.2,-1.8,0.1,2009-10,9.7,9.3,6.0,-2.5,0.0,18.2,0.4,0.056,2009-10,9.7,9.3,6.0,-2.5,0.0,18.2,0.4,0.056
199,Xavier Henry,SG,19,MEM,38,527,7.0,0.451,0.106,0.325,2.0,6.4,4.2,5.0,1.1,0.5,6.6,16.8,,-0.1,0.3,0.2,0.021,,-4.5,-0.8,-5.3,-0.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Roy Hibbert,C,24,IND,81,2244,15.9,0.507,0.004,0.309,9.1,21.0,15.1,12.8,0.7,4.6,15.5,23.6,,0.3,3.3,3.6,0.077,,-1.8,0.7,-1.1,0.5,2009-10,16.2,12.4,13.5,-0.9,0.6,22.2,4.1,0.098,2009-10,16.2,12.4,13.5,-0.9,0.6,22.2,4.1,0.098
201,J.J. Hickson,C,22,CLE,80,2256,15.6,0.503,0.005,0.392,10.8,25.0,17.7,7.5,1.1,1.8,13.6,25.5,,-0.2,1.7,1.5,0.032,,-1.8,-2.1,-3.8,-1.1,2009-10,15.2,14.1,3.9,-1.4,0.3,18.9,4.3,0.123,2009-10,15.2,14.1,3.9,-1.4,0.3,18.9,4.3,0.123
202,Nenê,C,28,DEN,75,2291,20.4,0.657,0.008,0.615,7.5,20.8,14.4,10.4,1.8,2.4,13.9,18.8,,6.4,3.1,9.6,0.201,,2.1,1.5,3.6,3.2,2009-10,18.9,13.1,11.6,3.2,3.6,16.5,10.8,0.188,2008-09,18.8,13.8,7.1,2.0,2.6,18.1,9.3,0.177
203,George Hill,PG,24,SAS,76,2148,14.6,0.588,0.322,0.427,1.3,9.2,5.4,13.6,1.6,0.7,11.6,18.2,,4.0,2.1,6.1,0.136,,0.2,0.6,0.8,1.5,2009-10,14.7,5.3,15.5,0.9,1.7,19.0,6.7,0.142,2009-10,14.7,5.3,15.5,0.9,1.7,19.0,6.7,0.142
204,Grant Hill,SF,38,PHO,80,2409,14.7,0.563,0.138,0.312,3.7,12.5,8.1,13.0,1.4,1.1,12.5,20.1,,3.1,1.3,4.4,0.087,,-0.2,-0.3,-0.5,0.9,2009-10,14.0,10.3,11.2,0.6,1.6,16.8,5.5,0.109,2004-05,20.0,7.6,17.1,2.5,2.7,24.8,6.6,0.136
205,Jordan Hill,C,23,HOU,72,1125,13.1,0.521,0.006,0.241,12.9,18.0,15.4,4.0,0.6,3.2,13.7,17.7,,0.8,1.0,1.8,0.079,,-2.9,-1.4,-4.3,-0.7,2009-10,15.0,16.0,5.2,-3.5,-0.2,18.7,1.4,0.105,2009-10,15.0,16.0,5.2,-3.5,-0.2,18.7,1.4,0.105
206,Kirk Hinrich,SG-PG,30,TOT,72,2157,12.3,0.543,0.302,0.202,1.1,8.9,4.9,21.1,1.8,0.6,15.1,16.7,,1.8,1.2,3.0,0.068,,-1.0,-0.2,-1.3,0.4,2009-10,11.6,5.8,20.5,-0.5,0.9,16.6,4.0,0.077,2006-07,17.0,5.5,29.2,2.8,3.5,21.6,10.1,0.171
206,Kirk Hinrich,SG,30,WAS,48,1471,13.5,0.548,0.256,0.24,1.0,9.3,5.0,22.7,1.9,0.5,14.8,17.1,,1.7,0.6,2.3,0.076,,-0.7,-0.3,-1.0,0.4,2009-10,11.6,5.8,20.5,-0.5,0.9,16.6,4.0,0.077,2006-07,17.0,5.5,29.2,2.8,3.5,21.6,10.1,0.171
206,Kirk Hinrich,PG,30,ATL,24,686,9.8,0.53,0.411,0.114,1.2,8.0,4.7,17.9,1.5,0.8,16.0,16.0,,0.2,0.5,0.7,0.05,,-1.8,0.0,-1.8,0.0,2009-10,11.6,5.8,20.5,-0.5,0.9,16.6,4.0,0.077,2006-07,17.0,5.5,29.2,2.8,3.5,21.6,10.1,0.171
207,Jrue Holiday,PG,20,PHI,82,2901,15.4,0.525,0.222,0.209,2.7,10.5,6.6,29.0,2.2,0.8,16.7,20.8,,2.2,3.5,5.7,0.094,,0.4,0.4,0.8,2.0,2009-10,12.3,6.4,24.4,-1.7,0.1,18.4,1.2,0.032,2009-10,12.3,6.4,24.4,-1.7,0.1,18.4,1.2,0.032
208,Ryan Hollins,C,26,CLE,70,1182,10.7,0.642,0.0,0.744,6.6,11.6,9.0,3.6,1.0,2.7,18.7,13.7,,1.3,0.5,1.8,0.072,,-4.0,-0.3,-4.3,-0.7,2009-10,11.0,9.5,6.4,-4.6,-0.8,16.6,1.2,0.048,2009-10,11.0,9.5,6.4,-4.6,-0.8,16.6,1.2,0.048
209,Al Horford,C,24,ATL,77,2704,20.7,0.587,0.004,0.204,8.2,23.7,16.0,17.5,1.2,2.3,10.6,19.7,,6.4,3.7,10.1,0.179,,2.5,1.1,3.6,3.9,2009-10,19.4,16.4,10.4,2.3,3.1,17.6,10.9,0.183,2009-10,19.4,16.4,10.4,2.3,3.1,17.6,10.9,0.183
210,Eddie House,SG,32,MIA,56,978,11.9,0.535,0.545,0.125,1.2,9.5,5.6,10.0,1.7,0.2,7.9,17.6,,1.0,1.2,2.2,0.108,,-0.5,0.2,-0.3,0.4,2009-10,10.5,5.3,11.0,-2.0,0.0,20.0,1.1,0.042,2005-06,15.2,5.2,16.4,-0.2,0.7,26.9,1.6,0.054
211,Dwight Howard,C,25,ORL,78,2935,26.1,0.616,0.007,0.877,12.6,30.6,21.8,6.8,1.9,4.9,16.2,27.2,,6.7,7.7,14.4,0.235,,2.9,2.4,5.3,5.4,2009-10,24.0,22.0,8.7,4.4,4.6,23.9,13.2,0.223,2007-08,22.9,21.7,6.1,2.8,3.7,24.2,12.9,0.2
212,Josh Howard,SF,30,WAS,18,409,9.2,0.416,0.179,0.29,4.8,16.2,10.3,9.4,1.6,0.9,9.9,21.9,,-0.5,0.3,-0.2,-0.027,,-3.1,-0.7,-3.8,-0.2,2009-10,12.7,7.8,8.5,-3.3,-0.3,24.8,1.0,0.054,2007-08,18.3,11.2,10.6,1.2,2.2,25.9,8.0,0.14
213,Juwan Howard,PF,37,MIA,57,592,8.4,0.495,0.0,0.28,7.7,16.3,12.2,5.8,0.9,0.5,15.1,13.1,,0.2,0.8,0.9,0.074,,-3.5,0.0,-3.5,-0.2,2009-10,10.0,12.7,5.9,-3.5,-0.6,13.9,2.6,0.077,2002-03,17.2,12.5,18.1,1.1,2.1,26.1,6.0,0.106
214,Lester Hudson,PG,26,WAS,11,73,6.0,0.349,0.625,0.167,1.5,6.5,3.9,34.1,2.8,1.0,21.4,19.8,,-0.2,0.0,-0.1,-0.082,,-3.9,-0.4,-4.3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,Kris Humphries,PF,25,NJN,74,2061,17.8,0.555,0.002,0.328,12.5,32.2,22.1,7.0,0.9,3.0,13.4,17.3,,2.7,2.7,5.4,0.125,,0.5,-0.1,0.4,1.3,2009-10,15.1,17.8,4.5,-3.5,-0.5,21.0,1.9,0.074,2009-10,15.1,17.8,4.5,-3.5,-0.5,21.0,1.9,0.074
216,Serge Ibaka,PF,21,OKC,82,2216,17.7,0.579,0.002,0.298,11.7,20.8,16.4,1.6,0.7,6.5,9.2,15.7,,4.3,3.2,7.6,0.164,,-0.2,0.7,0.5,1.4,2009-10,15.2,17.2,1.2,-1.5,0.2,16.2,3.7,0.134,2009-10,15.2,17.2,1.2,-1.5,0.2,16.2,3.7,0.134
217,Andre Iguodala,SF,27,PHI,67,2469,17.2,0.53,0.238,0.395,2.8,15.2,9.0,26.4,2.1,1.2,13.4,19.2,,3.3,3.5,6.7,0.13,,1.7,1.6,3.2,3.2,2009-10,17.8,9.8,23.7,2.4,3.5,21.8,6.7,0.101,2007-08,19.0,8.2,20.3,4.0,4.9,23.8,9.6,0.143
218,Zydrunas Ilgauskas,C,35,MIA,72,1145,12.8,0.531,0.003,0.144,11.9,17.5,14.9,3.6,1.1,4.0,13.3,16.0,,1.0,1.9,2.9,0.122,,-3.1,0.4,-2.7,-0.2,2009-10,11.9,15.3,5.6,-3.8,-0.6,19.0,2.5,0.088,2002-03,19.4,14.1,10.1,-0.3,1.0,27.8,5.0,0.099
219,D.J. Mbenga,C,30,NOH,41,330,9.7,0.518,0.0,0.367,12.8,18.9,15.9,2.7,1.0,6.8,27.0,11.3,,0.0,0.6,0.5,0.076,,-4.7,1.8,-2.8,-0.1,2009-10,11.6,13.7,3.4,-4.1,-0.2,16.0,0.6,0.084,2009-10,11.6,13.7,3.4,-4.1,-0.2,16.0,0.6,0.084
220,Ersan İlyasova,PF,23,MIL,60,1505,14.3,0.516,0.239,0.205,7.9,20.7,14.1,6.6,1.8,1.3,10.2,19.1,,1.1,2.7,3.8,0.121,,-1.2,0.6,-0.6,0.5,2009-10,15.7,15.5,7.5,0.4,1.1,20.8,5.8,0.146,2009-10,15.7,15.5,7.5,0.4,1.1,20.8,5.8,0.146
221,Royal Ivey,SG,29,OKC,25,155,8.2,0.527,0.421,0.053,1.6,10.2,6.0,6.8,2.0,0.5,11.4,12.8,,0.1,0.1,0.2,0.06,,-3.2,0.8,-2.3,0.0,2009-10,11.0,6.1,12.4,-0.7,0.1,13.8,0.6,0.086,2007-08,8.8,4.8,16.9,-4.4,-0.9,15.8,0.5,0.018
222,Jarrett Jack,SG-PG,27,TOT,83,1722,14.2,0.503,0.17,0.336,1.4,10.9,6.1,23.3,1.7,0.3,13.1,23.0,,0.9,1.4,2.4,0.066,,-0.3,-0.4,-0.7,0.5,2009-10,16.3,5.8,27.7,0.4,1.4,19.1,4.8,0.102,2008-09,13.1,5.6,18.6,-1.4,0.4,18.5,4.1,0.073
222,Jarrett Jack,PG,27,TOR,13,347,12.6,0.492,0.197,0.377,2.0,12.6,7.2,25.9,2.1,0.0,19.3,22.8,,-0.1,0.1,0.0,0.002,,-1.6,-1.0,-2.6,-0.1,2009-10,16.3,5.8,27.7,0.4,1.4,19.1,4.8,0.102,2008-09,13.1,5.6,18.6,-1.4,0.4,18.5,4.1,0.073
222,Jarrett Jack,SG,27,NOH,70,1375,14.6,0.505,0.163,0.326,1.2,10.4,5.8,22.6,1.6,0.4,11.4,23.1,,1.0,1.3,2.4,0.082,,0.0,-0.3,-0.3,0.6,2009-10,16.3,5.8,27.7,0.4,1.4,19.1,4.8,0.102,2008-09,13.1,5.6,18.6,-1.4,0.4,18.5,4.1,0.073
223,Darnell Jackson,PF,25,SAC,59,486,12.3,0.521,0.07,0.31,11.2,10.8,11.0,4.6,1.2,0.4,11.4,18.0,,0.4,0.3,0.7,0.069,,-1.9,-1.6,-3.5,-0.2,2008-09,7.2,12.0,2.7,-5.2,-0.4,12.7,0.8,0.094,2008-09,7.2,12.0,2.7,-5.2,-0.4,12.7,0.8,0.094
224,Stephen Jackson,SG,32,CHA,67,2405,14.6,0.52,0.339,0.288,2.6,12.7,7.7,18.4,1.8,0.9,14.9,27.4,,-0.2,2.1,1.9,0.039,,0.2,-0.7,-0.5,0.9,2009-10,15.6,7.7,17.7,0.4,1.9,27.5,5.0,0.077,2008-09,16.1,7.1,25.6,-0.3,1.0,25.2,2.2,0.045
225,Damion James,SF,23,NJN,25,403,10.1,0.477,0.029,0.272,4.8,20.5,12.5,8.1,2.1,2.3,17.8,16.2,,-0.4,0.5,0.1,0.015,,-3.8,1.1,-2.6,-0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,LeBron James,SF,26,MIA,79,3063,27.3,0.594,0.188,0.446,3.3,18.7,11.4,34.9,2.1,1.3,13.8,31.5,,10.3,5.3,15.6,0.244,,6.3,1.8,8.1,7.8,2009-10,31.1,11.1,41.8,11.8,10.3,33.5,18.5,0.299,2005-06,28.1,9.8,32.8,9.1,9.4,33.6,16.3,0.232
227,Antawn Jamison,PF,34,CLE,56,1842,16.8,0.516,0.3,0.267,5.2,18.5,11.7,9.6,1.4,1.2,7.3,26.0,,1.5,1.1,2.6,0.067,,1.3,-1.5,-0.1,0.9,2009-10,17.3,13.4,6.1,0.2,1.3,23.9,5.8,0.115,2008-09,20.6,13.7,9.1,1.6,2.8,25.9,8.1,0.126
228,Othyus Jeffers,SG,25,TOT,17,322,13.3,0.546,0.062,0.708,8.5,15.4,11.9,9.3,2.7,0.0,14.1,13.6,,0.4,0.3,0.7,0.097,,-1.6,0.0,-1.7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,Othyus Jeffers,SG,25,SAS,1,8,-0.5,0.333,0.0,0.0,0.0,28.4,14.5,18.6,0.0,0.0,25.0,23.0,,0.0,0.0,0.0,-0.183,,-12.6,-1.8,-14.4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,Othyus Jeffers,SG,25,WAS,16,314,13.7,0.553,0.065,0.742,8.8,15.1,11.8,9.0,2.8,0.0,13.6,13.4,,0.4,0.3,0.7,0.104,,-1.4,0.0,-1.4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
