Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Previous Season,PS_PER,PS_TRB%,PS_AST%,PS_BPM,PS_VORP,PS_USG%,PS_WS,PS_WS/48,Best Season,BS_PER,BS_TRB%,BS_AST%,BS_BPM,BS_VORP,BS_USG%,BS_WS,BS_WS/48
286,Dominic McGuire,SF,25,CHA,52,760,10.4,0.437,0.011,0.214,10.0,21.8,15.9,9.0,0.7,3.5,11.2,13.8,,0.1,0.9,0.9,0.059,,-3.3,0.3,-2.9,-0.2,2009-10,3.8,14.8,5.1,-6.2,-0.3,10.6,-0.2,-0.038,2008-09,10.8,12.1,13.8,-1.1,0.5,10.1,1.7,0.04
287,Josh McRoberts,PF,23,IND,72,1597,16.0,0.608,0.155,0.308,7.6,18.8,13.3,15.0,1.5,2.6,17.5,14.7,,2.6,2.2,4.9,0.147,,0.6,1.7,2.3,1.7,2009-10,14.8,13.2,13.5,-0.2,0.2,15.3,1.5,0.134,2009-10,14.8,13.2,13.5,-0.2,0.2,15.3,1.5,0.134
288,Jodie Meeks,SG,23,PHI,74,2062,12.5,0.6,0.611,0.298,1.2,8.4,4.8,5.7,1.6,0.1,8.5,15.7,,3.2,1.9,5.1,0.12,,0.1,0.1,0.2,1.1,2009-10,10.8,7.9,8.7,-2.1,0.0,19.6,0.9,0.06,2009-10,10.8,7.9,8.7,-2.1,0.0,19.6,0.9,0.06
289,Pops Mensah-Bonsu,PF,27,NOH,7,35,-0.1,0.333,0.0,0.0,10.4,28.0,19.1,8.0,0.0,0.0,40.0,6.8,,0.0,0.0,0.0,0.013,,-9.1,0.7,-8.4,-0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,C.J. Miles,SF,23,UTA,78,1969,14.4,0.507,0.377,0.218,3.3,12.4,7.8,11.7,2.0,1.6,8.6,25.1,,1.2,1.3,2.5,0.061,,-0.1,-0.9,-1.0,0.5,2009-10,10.8,6.6,10.7,-1.9,0.0,20.5,1.9,0.061,2009-10,10.8,6.6,10.7,-1.9,0.0,20.5,1.9,0.061
291,Darko Miličić,C,25,MIN,69,1686,12.2,0.482,0.0,0.199,8.5,15.4,11.8,9.9,1.6,6.3,19.4,19.7,,-1.5,1.7,0.2,0.007,,-3.9,1.3,-2.7,-0.3,2008-09,13.8,15.7,5.6,-2.0,0.0,16.3,1.9,0.088,2006-07,13.8,14.1,7.9,-0.5,0.7,18.7,3.3,0.082
292,Andre Miller,PG,34,POR,81,2650,17.8,0.529,0.044,0.346,4.3,9.9,7.0,35.7,2.3,0.4,16.8,20.6,,4.6,2.4,7.0,0.127,,1.5,0.1,1.6,2.4,2009-10,18.1,6.6,30.3,1.8,2.4,23.8,7.0,0.134,2007-08,18.4,6.4,32.0,1.8,2.9,22.6,8.3,0.131
293,Brad Miller,C,34,HOU,60,1015,16.3,0.566,0.361,0.318,4.9,19.9,12.4,21.4,1.4,1.4,13.8,17.0,,2.0,1.0,3.0,0.142,,1.7,1.1,2.8,1.2,2009-10,12.9,11.4,12.2,-0.8,0.6,18.1,4.0,0.098,2004-05,20.7,13.9,16.1,4.0,3.1,17.4,8.6,0.198
294,Mike Miller,SG,30,MIA,41,838,9.7,0.525,0.584,0.168,5.7,19.5,13.0,9.1,1.3,0.2,15.9,14.4,,0.4,1.2,1.6,0.09,,-1.5,0.1,-1.4,0.1,2009-10,13.9,10.7,18.4,1.3,1.5,14.7,3.9,0.104,2006-07,16.4,8.2,18.7,1.4,2.3,21.1,4.8,0.085
295,Patty Mills,PG,22,POR,64,783,13.0,0.506,0.405,0.143,2.8,5.2,4.0,24.3,1.9,0.1,15.1,24.5,,0.2,0.5,0.7,0.044,,-0.1,-1.4,-1.5,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,Paul Millsap,PF,25,UTA,76,2605,19.8,0.578,0.023,0.342,7.5,19.4,13.4,12.6,2.1,2.2,11.3,22.6,,5.2,2.5,7.7,0.143,,1.6,0.3,1.9,2.5,2009-10,16.7,14.5,8.9,0.4,1.4,18.7,7.2,0.151,2008-09,18.6,17.0,9.8,1.1,1.8,20.0,7.7,0.162
297,Yao Ming,C,30,HOU,5,91,19.8,0.579,0.0,0.432,8.7,24.9,16.8,7.3,0.0,6.1,13.7,24.8,,0.2,0.1,0.3,0.147,,0.1,1.1,1.2,0.1,2008-09,22.7,17.1,10.0,3.1,3.3,26.2,10.6,0.196,2006-07,26.5,16.0,12.3,5.0,2.8,33.5,7.4,0.22
298,Nazr Mohammed,C,33,TOT,75,1280,15.9,0.538,0.002,0.25,13.2,21.2,17.2,3.3,1.2,3.5,12.3,20.6,,1.0,1.6,2.7,0.1,,-2.0,-0.8,-2.8,-0.3,2009-10,19.6,18.6,5.4,0.5,0.6,21.3,3.6,0.174,2001-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,Nazr Mohammed,C,33,CHA,51,851,15.9,0.52,0.003,0.278,13.3,22.6,17.9,3.7,0.9,4.4,12.5,22.4,,0.3,1.1,1.4,0.08,,-2.4,-0.8,-3.2,-0.3,2009-10,19.6,18.6,5.4,0.5,0.6,21.3,3.6,0.174,2001-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,Nazr Mohammed,C,33,OKC,24,429,16.0,0.583,0.0,0.183,13.0,18.5,15.8,2.4,1.9,1.7,11.8,17.0,,0.7,0.5,1.2,0.139,,-1.3,-0.8,-2.1,0.0,2009-10,19.6,18.6,5.4,0.5,0.6,21.3,3.6,0.174,2001-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,Greg Monroe,C,20,DET,80,2222,18.0,0.575,0.002,0.424,13.0,20.4,16.5,7.5,2.3,1.6,11.0,15.4,,4.7,1.9,6.6,0.143,,0.9,-0.5,0.4,1.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,Jamario Moon,SF,30,TOT,59,1042,10.1,0.499,0.496,0.069,2.5,16.0,9.1,7.8,1.4,2.4,7.9,12.0,,0.4,0.7,1.1,0.05,,-1.5,0.5,-1.1,0.2,2009-10,12.6,10.8,6.9,1.4,0.9,12.8,2.9,0.131,2007-08,15.0,13.2,6.2,1.9,2.2,14.4,5.7,0.126
300,Jamario Moon,SF,30,CLE,40,764,10.7,0.488,0.503,0.058,2.0,16.1,8.9,9.3,1.7,2.7,8.1,12.5,,0.2,0.5,0.7,0.043,,-1.4,0.6,-0.8,0.2,2009-10,12.6,10.8,6.9,1.4,0.9,12.8,2.9,0.131,2007-08,15.0,13.2,6.2,1.9,2.2,14.4,5.7,0.126
300,Jamario Moon,SF,30,LAC,19,278,8.4,0.535,0.475,0.102,3.8,15.9,9.9,3.8,0.6,1.7,7.5,10.7,,0.2,0.2,0.4,0.068,,-1.8,0.0,-1.9,0.0,2009-10,12.6,10.8,6.9,1.4,0.9,12.8,2.9,0.131,2007-08,15.0,13.2,6.2,1.9,2.2,14.4,5.7,0.126
301,Anthony Morrow,SG,25,NJN,58,1856,12.1,0.573,0.419,0.173,2.3,8.8,5.5,6.3,0.5,0.3,7.5,18.0,,2.6,0.4,3.0,0.078,,0.3,-1.3,-1.0,0.5,2009-10,14.0,7.1,7.6,-0.4,0.8,17.8,3.5,0.084,2009-10,14.0,7.1,7.6,-0.4,0.8,17.8,3.5,0.084
302,Timofey Mozgov,C,24,TOT,45,524,10.8,0.523,0.0,0.391,10.0,16.4,13.2,4.2,1.4,3.5,18.3,16.2,,0.1,0.5,0.6,0.053,,-4.3,-0.4,-4.7,-0.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,Timofey Mozgov,C,24,NYK,34,458,10.3,0.514,0.0,0.393,10.1,15.8,13.0,4.8,1.5,3.7,19.6,15.8,,0.0,0.4,0.4,0.044,,-4.5,-0.3,-4.8,-0.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,Timofey Mozgov,C,24,DEN,11,66,14.4,0.571,0.0,0.381,9.0,20.4,14.9,0.0,0.8,2.3,10.9,18.6,,0.1,0.1,0.2,0.112,,-2.8,-0.7,-3.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,Byron Mullens,PF,21,OKC,13,85,3.5,0.366,0.0,0.5,8.6,24.0,16.5,0.0,1.2,2.6,19.0,22.5,,-0.3,0.1,-0.2,-0.113,,-9.2,-2.5,-11.7,-0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,Troy Murphy,PF,30,TOT,35,466,8.0,0.428,0.289,0.263,5.8,23.4,14.5,7.6,1.7,0.5,13.6,14.8,,-0.4,0.7,0.3,0.029,,-3.9,0.8,-3.1,-0.1,2009-10,18.0,17.2,10.6,2.9,2.9,18.8,7.8,0.159,2004-05,16.8,17.3,6.9,-1.2,0.5,22.2,5.3,0.107
304,Troy Murphy,PF,30,NJN,18,288,6.7,0.389,0.303,0.224,4.4,27.0,15.4,9.2,1.3,0.5,13.5,15.6,,-0.4,0.3,-0.1,-0.022,,-4.5,0.3,-4.2,-0.2,2009-10,18.0,17.2,10.6,2.9,2.9,18.8,7.8,0.159,2004-05,16.8,17.3,6.9,-1.2,0.5,22.2,5.3,0.107
304,Troy Murphy,PF,30,BOS,17,178,10.1,0.503,0.263,0.342,8.1,17.6,13.1,5.0,2.4,0.4,13.8,13.7,,0.1,0.4,0.4,0.111,,-2.8,1.5,-1.3,0.0,2009-10,18.0,17.2,10.6,2.9,2.9,18.8,7.8,0.159,2004-05,16.8,17.3,6.9,-1.2,0.5,22.2,5.3,0.107
305,Hamady N'Diaye,C,24,WAS,16,80,5.3,0.681,0.0,2.4,2.8,7.4,5.0,0.0,1.3,4.8,22.6,7.3,,0.0,0.0,0.1,0.046,,-6.9,0.6,-6.3,-0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,Eduardo Nájera,PF,34,CHA,31,372,5.5,0.449,0.472,0.153,4.5,9.8,7.2,8.2,1.6,1.3,14.5,11.3,,-0.1,0.3,0.2,0.02,,-4.5,0.9,-3.6,-0.2,2009-10,8.4,9.6,6.5,-3.1,-0.2,12.2,0.8,0.058,2002-03,14.8,11.1,6.2,1.2,0.9,12.1,4.0,0.175
307,Steve Nash,PG,36,PHO,75,2497,20.8,0.601,0.253,0.307,1.8,10.2,6.0,53.1,1.0,0.1,22.4,21.4,,7.3,0.7,7.9,0.153,,4.7,-1.5,3.2,3.3,2009-10,21.6,5.7,50.9,4.3,4.2,22.9,9.9,0.178,2005-06,23.3,6.6,44.4,5.0,4.9,23.3,12.4,0.212
308,Gary Neal,SG,26,SAS,80,1685,13.1,0.578,0.487,0.165,1.5,11.8,6.8,9.1,0.8,0.2,10.3,20.6,,2.1,1.4,3.5,0.099,,0.5,-0.8,-0.3,0.7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,Jameer Nelson,PG,28,ORL,76,2319,15.4,0.548,0.354,0.193,1.9,9.3,5.7,33.7,1.7,0.1,17.6,22.0,,3.4,3.2,6.6,0.136,,1.0,0.1,1.1,1.8,2009-10,15.5,6.0,32.1,0.7,1.3,22.3,5.0,0.13,2008-09,20.6,6.2,32.1,5.1,2.3,23.2,6.0,0.22
310,Joakim Noah,C,25,CHI,48,1576,18.8,0.579,0.002,0.468,13.9,22.8,18.5,10.7,1.6,3.5,15.7,16.8,,3.1,3.6,6.7,0.205,,0.8,2.1,2.9,1.9,2009-10,17.9,20.3,10.8,1.6,1.7,17.1,6.2,0.154,2009-10,17.9,20.3,10.8,1.6,1.7,17.1,6.2,0.154
311,Andrés Nocioni,SF,31,PHI,54,931,10.1,0.538,0.426,0.22,2.4,18.6,10.5,7.4,0.8,1.2,13.4,17.4,,0.2,1.1,1.3,0.067,,-2.2,-0.3,-2.5,-0.1,2009-10,11.1,8.6,8.0,-2.4,-0.1,20.9,1.3,0.044,2006-07,15.6,12.2,7.0,0.8,1.0,23.8,4.1,0.139
312,Steve Novak,SF,27,TOT,30,215,17.8,0.737,0.687,0.119,2.2,12.6,7.6,2.2,0.2,1.7,5.4,16.0,,0.7,0.2,0.9,0.196,,5.1,-0.4,4.8,0.4,2009-10,8.3,5.3,2.6,-3.7,-0.2,14.2,0.3,0.043,2008-09,13.5,6.2,5.8,-0.4,0.5,16.8,2.2,0.092
312,Steve Novak,SF,27,DAL,7,18,19.6,0.688,0.5,0.0,0.0,31.3,16.2,0.0,0.0,0.0,0.0,20.8,,0.1,0.0,0.1,0.205,,5.1,0.7,5.8,0.0,2009-10,8.3,5.3,2.6,-3.7,-0.2,14.2,0.3,0.043,2008-09,13.5,6.2,5.8,-0.4,0.5,16.8,2.2,0.092
312,Steve Novak,SF,27,SAS,23,197,17.7,0.744,0.712,0.136,2.4,10.9,6.8,2.4,0.3,1.8,6.0,15.5,,0.6,0.2,0.8,0.195,,5.1,-0.5,4.7,0.3,2009-10,8.3,5.3,2.6,-3.7,-0.2,14.2,0.3,0.043,2008-09,13.5,6.2,5.8,-0.4,0.5,16.8,2.2,0.092
313,Dirk Nowitzki,PF,32,DAL,73,2504,23.4,0.612,0.142,0.376,2.4,20.8,12.0,14.2,0.8,1.4,9.1,28.2,,7.8,3.3,11.1,0.213,,4.3,0.8,5.1,4.5,2009-10,22.9,11.7,13.0,4.2,4.7,28.8,12.3,0.194,2005-06,28.1,14.2,14.7,8.1,7.9,30.0,17.7,0.275
314,Jermaine O'Neal,C,32,BOS,24,431,9.2,0.504,0.009,0.394,7.6,17.0,12.6,4.3,0.2,5.4,17.4,17.2,,-0.2,0.8,0.6,0.065,,-5.4,1.3,-4.2,-0.2,2009-10,17.9,14.3,8.4,-0.1,1.0,22.9,5.6,0.135,2004-05,22.9,15.1,12.8,1.8,1.5,36.2,3.8,0.118
315,Shaquille O'Neal,C,38,BOS,37,752,17.4,0.659,0.0,0.652,8.3,20.1,14.6,5.9,1.1,4.4,17.8,20.1,,1.1,1.6,2.7,0.174,,-1.7,2.0,0.3,0.4,2009-10,17.9,17.0,11.3,-0.2,0.6,25.1,3.1,0.119,2002-03,29.5,16.5,16.2,6.5,5.5,30.2,13.2,0.25
316,Fabricio Oberto,C,35,POR,5,45,0.8,0.595,0.0,0.4,7.8,11.4,9.5,0.0,0.0,0.0,33.8,9.2,,0.0,0.0,0.0,-0.012,,-8.7,-1.6,-10.3,-0.1,2009-10,5.7,9.3,11.1,-4.4,-0.4,6.9,0.6,0.047,2007-08,13.8,15.4,9.1,0.4,1.0,10.9,6.1,0.178
317,Lamar Odom,PF,31,LAL,82,2639,19.4,0.589,0.199,0.275,7.8,22.2,15.2,15.5,0.9,1.8,12.2,19.7,,6.1,4.0,10.1,0.184,,2.8,0.8,3.5,3.7,2009-10,15.9,17.3,15.6,2.5,2.9,17.0,7.7,0.143,2003-04,18.5,15.1,20.6,2.9,3.8,24.5,8.4,0.134
318,Emeka Okafor,C,28,NOH,72,2287,16.0,0.584,0.002,0.492,12.2,24.3,18.2,3.0,0.9,4.6,15.7,15.8,,2.7,3.8,6.5,0.136,,-0.9,0.5,-0.4,0.9,2009-10,16.5,18.4,3.5,-1.2,0.4,17.1,5.5,0.111,2004-05,16.3,17.5,4.3,-2.0,0.0,21.8,4.0,0.074
319,Mehmet Okur,C,31,UTA,13,168,12.6,0.452,0.258,0.323,6.4,15.2,10.8,17.7,1.3,1.9,9.0,21.2,,0.1,0.1,0.2,0.048,,-1.3,-1.5,-2.8,0.0,2009-10,15.6,14.2,8.5,0.5,1.4,21.0,5.6,0.126,2005-06,19.0,15.4,12.8,1.6,2.7,23.5,9.3,0.152
320,Travis Outlaw,SF,26,NJN,82,2358,8.8,0.469,0.345,0.234,2.6,14.0,8.1,5.8,0.8,1.2,8.1,17.3,,-0.4,1.2,0.8,0.016,,-2.4,-1.1,-3.5,-0.9,2008-09,15.1,9.1,6.3,0.2,1.2,22.0,5.3,0.113,2007-08,15.7,10.1,8.9,-0.3,1.0,26.0,3.2,0.071
321,Larry Owens,SF,28,TOT,12,143,11.2,0.556,0.406,0.281,0.8,11.4,6.0,8.4,3.2,2.7,12.2,12.7,,0.1,0.2,0.2,0.083,,-1.8,2.4,0.6,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,Larry Owens,SF,28,SAS,7,31,11.9,0.58,0.5,0.667,0.0,14.6,7.5,4.6,3.4,0.0,0.0,11.5,,0.0,0.0,0.1,0.151,,-1.8,3.9,2.2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,Larry Owens,SF,28,WAS,5,112,11.0,0.55,0.385,0.192,1.0,10.6,5.6,9.5,3.2,3.4,15.1,13.1,,0.0,0.1,0.1,0.064,,-1.8,1.9,0.1,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,Zaza Pachulia,C,26,ATL,79,1244,12.4,0.562,0.0,0.772,11.6,20.6,16.1,7.0,1.5,1.3,18.2,14.5,,1.5,1.6,3.1,0.118,,-2.8,0.1,-2.8,-0.2,2009-10,13.1,15.7,5.6,-2.5,-0.1,15.5,2.7,0.121,2006-07,16.8,14.9,9.2,-0.8,0.6,21.3,4.8,0.114
323,Anthony Parker,SF,35,CLE,72,2091,10.5,0.505,0.411,0.172,1.8,10.5,6.0,16.7,1.7,0.4,11.9,14.6,,0.9,0.6,1.5,0.034,,-1.7,-0.3,-2.0,0.0,2009-10,9.9,6.0,9.9,-0.3,1.0,12.0,4.9,0.103,2007-08,14.4,7.5,10.8,0.9,1.9,17.4,6.2,0.113
324,Tony Parker,PG,28,SAS,78,2528,20.4,0.569,0.065,0.283,1.4,9.3,5.5,35.2,1.9,0.1,14.3,25.5,,5.8,2.4,8.2,0.156,,2.3,-0.4,1.8,2.4,2009-10,16.4,4.6,30.9,-0.7,0.6,25.8,3.6,0.101,2008-09,23.4,5.4,40.1,3.6,3.5,31.7,8.6,0.168
325,Patrick Patterson,PF,21,HOU,52,868,16.7,0.574,0.007,0.157,11.2,14.9,13.1,7.6,1.0,3.0,9.8,16.1,,1.7,0.7,2.4,0.134,,0.4,-0.1,0.3,0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,Chris Paul,PG,25,NOH,80,2880,23.7,0.578,0.197,0.414,1.6,12.3,6.9,45.8,3.5,0.1,13.9,21.1,,9.5,4.4,13.9,0.232,,4.4,2.8,7.1,6.7,2009-10,23.7,6.5,45.4,6.2,3.5,22.2,7.3,0.204,2008-09,30.0,8.7,54.5,11.0,9.9,27.5,18.3,0.292
327,Sasha Pavlović,SG-SF,27,TOT,31,362,6.0,0.497,0.431,0.139,0.4,9.9,5.3,6.4,1.5,1.6,13.6,11.6,,-0.2,0.5,0.3,0.042,,-4.2,1.2,-3.0,-0.1,2009-10,5.4,7.5,10.0,-6.2,-0.9,18.1,-1.2,-0.063,2006-07,12.1,6.0,11.3,-0.8,0.5,19.1,3.1,0.098
327,Sasha Pavlović,SF,27,DAL,10,163,7.8,0.551,0.457,0.143,0.0,8.3,4.3,6.3,1.6,1.4,11.8,12.1,,0.0,0.2,0.2,0.067,,-2.8,1.2,-1.6,0.0,2009-10,5.4,7.5,10.0,-6.2,-0.9,18.1,-1.2,-0.063,2006-07,12.1,6.0,11.3,-0.8,0.5,19.1,3.1,0.098
327,Sasha Pavlović,SG,27,NOH,4,50,2.9,0.182,0.455,0.0,0.0,14.7,7.3,17.1,0.0,6.7,8.3,11.4,,-0.1,0.1,-0.1,-0.065,,-5.7,1.1,-4.5,0.0,2009-10,5.4,7.5,10.0,-6.2,-0.9,18.1,-1.2,-0.063,2006-07,12.1,6.0,11.3,-0.8,0.5,19.1,3.1,0.098
327,Sasha Pavlović,SG,27,BOS,17,149,5.1,0.55,0.385,0.192,0.9,10.1,5.8,2.9,1.8,0.0,17.5,11.0,,-0.1,0.2,0.2,0.051,,-5.3,1.2,-4.1,-0.1,2009-10,5.4,7.5,10.0,-6.2,-0.9,18.1,-1.2,-0.063,2006-07,12.1,6.0,11.3,-0.8,0.5,19.1,3.1,0.098
328,Nikola Peković,C,25,MIN,65,887,11.2,0.573,0.0,0.433,11.0,13.2,12.1,4.8,1.0,3.0,22.5,19.4,,0.2,0.5,0.6,0.035,,-4.8,-0.9,-5.7,-0.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,Kendrick Perkins,C,26,TOT,29,742,9.6,0.538,0.0,0.554,10.4,26.2,18.7,5.2,0.6,2.6,25.7,13.7,,-0.2,1.2,1.0,0.063,,-3.6,0.6,-3.0,-0.2,2009-10,15.0,16.9,6.0,-0.7,0.7,17.6,5.2,0.117,2009-10,15.0,16.9,6.0,-0.7,0.7,17.6,5.2,0.117
329,Kendrick Perkins,C,26,BOS,12,313,10.2,0.568,0.0,0.678,9.6,27.5,19.1,4.8,0.3,2.5,24.6,15.6,,-0.1,0.6,0.6,0.088,,-3.6,1.1,-2.5,0.0,2009-10,15.0,16.9,6.0,-0.7,0.7,17.6,5.2,0.117,2009-10,15.0,16.9,6.0,-0.7,0.7,17.6,5.2,0.117
329,Kendrick Perkins,C,26,OKC,17,429,9.1,0.511,0.0,0.451,11.0,25.3,18.4,5.4,0.8,2.7,26.7,12.3,,-0.1,0.6,0.4,0.046,,-3.6,0.3,-3.4,-0.1,2009-10,15.0,16.9,6.0,-0.7,0.7,17.6,5.2,0.117,2009-10,15.0,16.9,6.0,-0.7,0.7,17.6,5.2,0.117
330,Morris Peterson,SG,33,OKC,4,23,1.7,0.4,0.2,0.0,0.0,14.8,7.6,6.4,0.0,0.0,0.0,9.9,,0.0,0.0,0.0,0.015,,-8.7,-1.0,-9.8,0.0,2009-10,9.3,7.6,6.2,-3.2,-0.3,16.5,0.8,0.039,2005-06,15.3,7.4,10.0,0.4,1.9,19.9,5.9,0.09
331,Johan Petro,C,25,NJN,77,893,9.9,0.452,0.014,0.097,8.0,20.4,14.0,8.4,2.0,2.9,13.2,18.1,,-0.7,1.1,0.4,0.024,,-5.5,0.9,-4.7,-0.6,2009-10,10.7,17.1,4.8,-3.6,-0.2,13.6,0.8,0.089,2006-07,11.6,13.3,4.8,-3.7,-0.6,16.7,1.7,0.053
332,Paul Pierce,SF,33,BOS,80,2774,19.7,0.62,0.291,0.44,1.6,16.6,9.5,16.1,1.5,1.4,12.3,24.0,,6.5,5.1,11.6,0.201,,3.0,1.6,4.6,4.6,2009-10,18.2,7.9,15.1,3.0,3.0,23.8,8.3,0.165,2005-06,23.6,10.5,23.4,4.8,5.3,31.2,11.5,0.178
333,Mickaël Piétrus,SG-SF,28,TOT,57,1107,9.8,0.526,0.647,0.156,1.6,11.5,6.6,4.6,1.3,1.4,9.1,17.6,,0.3,1.0,1.3,0.055,,-1.2,0.2,-1.0,0.3,2009-10,11.9,7.4,4.7,0.9,1.2,18.0,3.6,0.103,2006-07,13.0,9.3,4.7,-1.3,0.4,17.2,3.6,0.088
333,Mickaël Piétrus,SF,28,ORL,19,418,8.3,0.54,0.757,0.052,1.7,12.0,7.0,3.8,1.3,0.6,10.6,14.6,,0.1,0.6,0.7,0.082,,-1.3,0.8,-0.5,0.2,2009-10,11.9,7.4,4.7,0.9,1.2,18.0,3.6,0.103,2006-07,13.0,9.3,4.7,-1.3,0.4,17.2,3.6,0.088
333,Mickaël Piétrus,SG,28,PHO,38,689,10.8,0.519,0.596,0.204,1.5,11.2,6.4,5.0,1.4,1.9,8.4,19.5,,0.1,0.4,0.6,0.039,,-1.1,-0.1,-1.2,0.1,2009-10,11.9,7.4,4.7,0.9,1.2,18.0,3.6,0.103,2006-07,13.0,9.3,4.7,-1.3,0.4,17.2,3.6,0.088
334,Dexter Pittman,C,22,MIA,2,11,-6.4,0.333,0.0,0.0,11.5,20.4,16.2,0.0,0.0,0.0,40.0,21.3,,-0.1,0.0,-0.1,-0.246,,-15.1,-2.8,-17.9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,Quincy Pondexter,SF,22,NOH,66,734,8.5,0.482,0.278,0.189,3.8,10.8,7.3,5.9,1.3,1.1,7.6,13.7,,0.2,0.7,0.9,0.06,,-2.4,0.1,-2.3,-0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,James Posey,SF,34,IND,49,839,7.5,0.485,0.88,0.062,1.3,18.0,9.7,6.1,1.4,0.5,8.8,14.3,,0.0,1.0,1.0,0.056,,-2.6,0.5,-2.0,0.0,2009-10,8.7,11.2,9.3,-1.8,0.1,11.4,2.4,0.067,2003-04,18.8,9.3,8.4,3.7,3.5,18.9,10.0,0.195
337,Leon Powe,C-PF,27,TOT,30,328,15.0,0.524,0.017,0.605,8.3,14.2,11.2,3.6,1.6,0.9,7.4,22.4,,0.4,0.2,0.6,0.09,,-1.7,-1.7,-3.4,-0.1,2008-09,17.2,17.1,6.0,-0.3,0.5,20.2,4.9,0.192,2007-08,20.9,16.7,3.3,0.2,0.5,22.8,4.3,0.256
337,Leon Powe,PF,27,CLE,14,187,12.9,0.497,0.0,0.441,9.6,13.9,11.7,1.9,1.9,1.2,6.6,18.3,,0.1,0.1,0.2,0.051,,-1.8,-1.5,-3.3,-0.1,2008-09,17.2,17.1,6.0,-0.3,0.5,20.2,4.9,0.192,2007-08,20.9,16.7,3.3,0.2,0.5,22.8,4.3,0.256
337,Leon Powe,C,27,MEM,16,141,17.8,0.548,0.033,0.767,6.7,14.5,10.6,6.0,1.1,0.6,8.0,27.9,,0.3,0.1,0.4,0.142,,-1.7,-1.9,-3.5,-0.1,2008-09,17.2,17.1,6.0,-0.3,0.5,20.2,4.9,0.192,2007-08,20.9,16.7,3.3,0.2,0.5,22.8,4.3,0.256
338,Josh Powell,PF,28,ATL,54,653,8.0,0.492,0.005,0.216,9.1,15.8,12.5,5.5,0.4,0.6,18.9,20.4,,-0.7,0.5,-0.2,-0.012,,-5.0,-2.3,-7.3,-0.9,2009-10,6.7,11.2,9.0,-6.3,-0.6,18.6,0.0,0.001,2007-08,10.7,15.6,6.4,-4.9,-0.9,15.7,1.1,0.042
339,A.J. Price,PG,24,IND,50,795,10.7,0.454,0.466,0.253,2.3,7.8,5.0,22.7,1.8,0.1,13.0,22.7,,-0.4,0.7,0.3,0.02,,-1.9,-1.1,-2.9,-0.2,2009-10,14.0,5.6,20.5,-0.5,0.3,22.7,1.2,0.065,2009-10,14.0,5.6,20.5,-0.5,0.3,22.7,1.2,0.065
